"geneID","AnchorGene","CAT_geneClassII","mid.x","mid.y","AbsDistLnc_PCG","DistLnc_PCG","pairs"
"ENSG00000268797.1","CATG00000041004.1","coding_mRNA",40627150.5,40799209,172.0585,-172.0585,"CATG00000041004.1-ENSG00000268797.1"
"ENSG00000269858.1","CATG00000041004.1","coding_mRNA",40627150.5,40799209,172.0585,-172.0585,"CATG00000041004.1-ENSG00000269858.1"
"ENSG00000077348.4","CATG00000041025.1","coding_mRNA",41262390,41397364,134.974,-134.974,"CATG00000041025.1-ENSG00000077348.4"
"ENSG00000105323.12","CATG00000041025.1","coding_mRNA",41262390,41264414,2.024,-2.024,"CATG00000041025.1-ENSG00000105323.12"
"ENSG00000105329.5","CATG00000041025.1","coding_mRNA",41262390,41353621.5,91.2315,-91.2315,"CATG00000041025.1-ENSG00000105329.5"
"ENSG00000105341.14","CATG00000041025.1","coding_mRNA",41262390,41439916,177.526,-177.526,"CATG00000041025.1-ENSG00000105341.14"
"ENSG00000123810.3","CATG00000041025.1","coding_mRNA",41262390,41364139.5,101.7495,-101.7495,"CATG00000041025.1-ENSG00000123810.3"
"ENSG00000142039.3","CATG00000041025.1","coding_mRNA",41262390,41310211,47.821,-47.821,"CATG00000041025.1-ENSG00000142039.3"
"ENSG00000142046.10","CATG00000041025.1","coding_mRNA",41262390,41363957,101.567,-101.567,"CATG00000041025.1-ENSG00000142046.10"
"ENSG00000167601.7","CATG00000041025.1","coding_mRNA",41262390,41219208,43.182,43.182,"CATG00000041025.1-ENSG00000167601.7"
"ENSG00000248098.6","CATG00000041025.1","coding_mRNA",41262390,41397816,135.426,-135.426,"CATG00000041025.1-ENSG00000248098.6"
"ENSG00000028277.16","CATG00000041046.1","coding_mRNA",41883104,42132445,249.341,-249.341,"CATG00000041046.1-ENSG00000028277.16"
"ENSG00000076928.13","CATG00000041046.1","coding_mRNA",41883104,41883208.5,0.1045,-0.1045,"CATG00000041046.1-ENSG00000076928.13"
"ENSG00000086548.8","CATG00000041046.1","coding_mRNA",41883104,41755533.5,127.5705,127.5705,"CATG00000041046.1-ENSG00000086548.8"
"ENSG00000105372.2","CATG00000041046.1","coding_mRNA",41883104,41860255.5,22.8485,22.8485,"CATG00000041046.1-ENSG00000105372.2"
"ENSG00000105404.6","CATG00000041046.1","coding_mRNA",41883104,41959328.5,76.2245,-76.2245,"CATG00000041046.1-ENSG00000105404.6"
"ENSG00000105409.11","CATG00000041046.1","coding_mRNA",41883104,41994228,111.124,-111.124,"CATG00000041046.1-ENSG00000105409.11"
"ENSG00000105732.9","CATG00000041046.1","coding_mRNA",41883104,42076173,193.069,-193.069,"CATG00000041046.1-ENSG00000105732.9"
"ENSG00000105737.5","CATG00000041046.1","coding_mRNA",41883104,42070199.5,187.0955,-187.0955,"CATG00000041046.1-ENSG00000105737.5"
"CATG00000041150.1","CATG00000041143.1","coding_mRNA",44654008,44759765,105.757,-105.757,"CATG00000041143.1-CATG00000041150.1"
"ENSG00000069399.8","CATG00000041143.1","coding_mRNA",44654008,44748718,94.71,-94.71,"CATG00000041143.1-ENSG00000069399.8"
"ENSG00000073008.10","CATG00000041143.1","coding_mRNA",44654008,44643883.5,10.1245,10.1245,"CATG00000041143.1-ENSG00000073008.10"
"ENSG00000130202.5","CATG00000041143.1","coding_mRNA",44654008,44846326,192.318,-192.318,"CATG00000041143.1-ENSG00000130202.5"
"ENSG00000130204.8","CATG00000041143.1","coding_mRNA",44654008,44891265,237.257,-237.257,"CATG00000041143.1-ENSG00000130204.8"
"ENSG00000167383.4","CATG00000041143.1","coding_mRNA",44654008,44448464,205.544,205.544,"CATG00000041143.1-ENSG00000167383.4"
"ENSG00000167384.6","CATG00000041143.1","coding_mRNA",44654008,44500517,153.491,153.491,"CATG00000041143.1-ENSG00000167384.6"
"ENSG00000186567.8","CATG00000041143.1","coding_mRNA",44654008,44662124.5,8.1165,-8.1165,"CATG00000041143.1-ENSG00000186567.8"
"ENSG00000187244.6","CATG00000041143.1","coding_mRNA",44654008,44809064.5,155.0565,-155.0565,"CATG00000041143.1-ENSG00000187244.6"
"CATG00000041150.1","CATG00000041149.1","coding_mRNA",44748380,44759765,11.385,-11.385,"CATG00000041149.1-CATG00000041150.1"
"ENSG00000069399.8","CATG00000041149.1","coding_mRNA",44748380,44748718,0.338,-0.338,"CATG00000041149.1-ENSG00000069399.8"
"ENSG00000073008.10","CATG00000041149.1","coding_mRNA",44748380,44643883.5,104.4965,104.4965,"CATG00000041149.1-ENSG00000073008.10"
"ENSG00000104853.11","CATG00000041149.1","coding_mRNA",44748380,44955383,207.003,-207.003,"CATG00000041149.1-ENSG00000104853.11"
"ENSG00000130202.5","CATG00000041149.1","coding_mRNA",44748380,44846326,97.946,-97.946,"CATG00000041149.1-ENSG00000130202.5"
"ENSG00000130203.5","CATG00000041149.1","coding_mRNA",44748380,44905795,157.415,-157.415,"CATG00000041149.1-ENSG00000130203.5"
"ENSG00000130204.8","CATG00000041149.1","coding_mRNA",44748380,44891265,142.885,-142.885,"CATG00000041149.1-ENSG00000130204.8"
"ENSG00000167384.6","CATG00000041149.1","coding_mRNA",44748380,44500517,247.863,247.863,"CATG00000041149.1-ENSG00000167384.6"
"ENSG00000186567.8","CATG00000041149.1","coding_mRNA",44748380,44672757.5,75.6225,75.6225,"CATG00000041149.1-ENSG00000186567.8"
"ENSG00000187244.6","CATG00000041149.1","coding_mRNA",44748380,44809064.5,60.6845,-60.6845,"CATG00000041149.1-ENSG00000187244.6"
"ENSG00000267114.1","CATG00000041149.1","coding_mRNA",44748380,44954931,206.551,-206.551,"CATG00000041149.1-ENSG00000267114.1"
"ENSG00000010310.4","CATG00000041180.1","coding_mRNA",45509360.5,45668224,158.8635,-158.8635,"CATG00000041180.1-ENSG00000010310.4"
"ENSG00000011478.7","CATG00000041180.1","coding_mRNA",45509360.5,45692669.5,183.309,-183.309,"CATG00000041180.1-ENSG00000011478.7"
"ENSG00000012061.11","CATG00000041180.1","coding_mRNA",45509360.5,45423900,85.4605,85.4605,"CATG00000041180.1-ENSG00000012061.11"
"ENSG00000104881.10","CATG00000041180.1","coding_mRNA",45509360.5,45405075.5,104.285,104.285,"CATG00000041180.1-ENSG00000104881.10"
"ENSG00000104884.10","CATG00000041180.1","coding_mRNA",45509360.5,45370573.5,138.787,138.787,"CATG00000041180.1-ENSG00000104884.10"
"ENSG00000104892.12","CATG00000041180.1","coding_mRNA",45509360.5,45340747,168.6135,168.6135,"CATG00000041180.1-ENSG00000104892.12"
"ENSG00000117877.6","CATG00000041180.1","coding_mRNA",45509360.5,45406648,102.7125,102.7125,"CATG00000041180.1-ENSG00000117877.6"
"ENSG00000125740.9","CATG00000041180.1","coding_mRNA",45509360.5,45467998,41.3625,41.3625,"CATG00000041180.1-ENSG00000125740.9"
"ENSG00000125741.4","CATG00000041180.1","coding_mRNA",45509360.5,45584789.5,75.429,-75.429,"CATG00000041180.1-ENSG00000125741.4"
"ENSG00000125743.6","CATG00000041180.1","coding_mRNA",45509360.5,45691942,182.5815,-182.5815,"CATG00000041180.1-ENSG00000125743.6"
"ENSG00000125744.7","CATG00000041180.1","coding_mRNA",45509360.5,45497023.5,12.337,12.337,"CATG00000041180.1-ENSG00000125744.7"
"ENSG00000125746.10","CATG00000041180.1","coding_mRNA",45509360.5,45639400,130.0395,-130.0395,"CATG00000041180.1-ENSG00000125746.10"
"ENSG00000125753.9","CATG00000041180.1","coding_mRNA",45509360.5,45507466.5,1.894,1.894,"CATG00000041180.1-ENSG00000125753.9"
"ENSG00000177051.5","CATG00000041180.1","coding_mRNA",45509360.5,45717309.5,207.949,-207.949,"CATG00000041180.1-ENSG00000177051.5"
"ENSG00000213889.6","CATG00000041180.1","coding_mRNA",45509360.5,45497263.5,12.097,12.097,"CATG00000041180.1-ENSG00000213889.6"
"ENSG00000237452.2","CATG00000041180.1","coding_mRNA",45509360.5,45717706.5,208.346,-208.346,"CATG00000041180.1-ENSG00000237452.2"
"ENSG00000267757.1","CATG00000041180.1","coding_mRNA",45509360.5,45638514,129.1535,-129.1535,"CATG00000041180.1-ENSG00000267757.1"
"ENSG00000105321.8","CATG00000041223.1","coding_mRNA",47256462.5,47256543.5,0.081,-0.081,"CATG00000041223.1-ENSG00000105321.8"
"ENSG00000105327.11","CATG00000041223.1","coding_mRNA",47256462.5,47231200.5,25.262,25.262,"CATG00000041223.1-ENSG00000105327.11"
"ENSG00000105419.13","CATG00000041223.1","coding_mRNA",47256462.5,47415253.5,158.791,-158.791,"CATG00000041223.1-ENSG00000105419.13"
"ENSG00000118162.9","CATG00000041223.1","coding_mRNA",47256462.5,47484229.5,227.767,-227.767,"CATG00000041223.1-ENSG00000118162.9"
"ENSG00000130748.6","CATG00000041223.1","coding_mRNA",47256462.5,47048614.5,207.848,207.848,"CATG00000041223.1-ENSG00000130748.6"
"ENSG00000130749.5","CATG00000041223.1","coding_mRNA",47256462.5,47113784.5,142.678,142.678,"CATG00000041223.1-ENSG00000130749.5"
"ENSG00000130751.5","CATG00000041223.1","coding_mRNA",47256462.5,47035975.5,220.487,220.487,"CATG00000041223.1-ENSG00000130751.5"
"ENSG00000134815.14","CATG00000041223.1","coding_mRNA",47256462.5,47349313,92.8505,-92.8505,"CATG00000041223.1-ENSG00000134815.14"
"ENSG00000142230.7","CATG00000041223.1","coding_mRNA",47256462.5,47130921,125.5415,125.5415,"CATG00000041223.1-ENSG00000142230.7"
"ENSG00000257704.2","CATG00000041223.1","coding_mRNA",47256462.5,47274900.5,18.438,-18.438,"CATG00000041223.1-ENSG00000257704.2"
"ENSG00000024422.7","CATG00000041236.1","coding_mRNA",47608630.5,47713420.5,104.79,-104.79,"CATG00000041236.1-ENSG00000024422.7"
"ENSG00000063169.6","CATG00000041236.1","coding_mRNA",47608630.5,47609132.5,0.502,-0.502,"CATG00000041236.1-ENSG00000063169.6"
"ENSG00000105373.14","CATG00000041236.1","coding_mRNA",47608630.5,47745543,136.9125,-136.9125,"CATG00000041236.1-ENSG00000105373.14"
"ENSG00000105402.3","CATG00000041236.1","coding_mRNA",47608630.5,47515024,93.6065,93.6065,"CATG00000041236.1-ENSG00000105402.3"
"ENSG00000105419.13","CATG00000041236.1","coding_mRNA",47608630.5,47419516,189.1145,189.1145,"CATG00000041236.1-ENSG00000105419.13"
"ENSG00000118162.9","CATG00000041236.1","coding_mRNA",47608630.5,47484265.5,124.365,124.365,"CATG00000041236.1-ENSG00000118162.9"
"ENSG00000178980.10","CATG00000041236.1","coding_mRNA",47608630.5,47778703.5,170.073,-170.073,"CATG00000041236.1-ENSG00000178980.10"
"CATG00000041247.1","CATG00000041255.1","coding_mRNA",48445912.5,48197278.5,248.634,248.634,"CATG00000041255.1-CATG00000041247.1"
"ENSG00000063176.11","CATG00000041255.1","coding_mRNA",48445912.5,48615390,169.4775,-169.4775,"CATG00000041255.1-ENSG00000063176.11"
"ENSG00000063177.8","CATG00000041255.1","coding_mRNA",48445912.5,48619180.5,173.268,-173.268,"CATG00000041255.1-ENSG00000063177.8"
"ENSG00000063180.4","CATG00000041255.1","coding_mRNA",48445912.5,48638299.5,192.387,-192.387,"CATG00000041255.1-ENSG00000063180.4"
"ENSG00000088002.7","CATG00000041255.1","coding_mRNA",48445912.5,48543625.5,97.713,-97.713,"CATG00000041255.1-ENSG00000088002.7"
"ENSG00000105438.4","CATG00000041255.1","coding_mRNA",48445912.5,48391539.5,54.373,54.373,"CATG00000041255.1-ENSG00000105438.4"
"ENSG00000105443.9","CATG00000041255.1","coding_mRNA",48445912.5,48445986,0.0735,-0.0735,"CATG00000041255.1-ENSG00000105443.9"
"ENSG00000105447.8","CATG00000041255.1","coding_mRNA",48445912.5,48445986,0.0735,-0.0735,"CATG00000041255.1-ENSG00000105447.8"
"ENSG00000105464.3","CATG00000041255.1","coding_mRNA",48445912.5,48391422.5,54.49,54.49,"CATG00000041255.1-ENSG00000105464.3"
"ENSG00000105467.4","CATG00000041255.1","coding_mRNA",48445912.5,48363311,82.6015,82.6015,"CATG00000041255.1-ENSG00000105467.4"
"ENSG00000105479.11","CATG00000041255.1","coding_mRNA",48445912.5,48326893.5,119.019,119.019,"CATG00000041255.1-ENSG00000105479.11"
"ENSG00000105483.12","CATG00000041255.1","coding_mRNA",48445912.5,48255900,190.0125,190.0125,"CATG00000041255.1-ENSG00000105483.12"
"ENSG00000105516.6","CATG00000041255.1","coding_mRNA",48445912.5,48637369.5,191.457,-191.457,"CATG00000041255.1-ENSG00000105516.6"
"ENSG00000142227.6","CATG00000041255.1","coding_mRNA",48445912.5,48325564,120.3485,120.3485,"CATG00000041255.1-ENSG00000142227.6"
"ENSG00000142235.4","CATG00000041255.1","coding_mRNA",48445912.5,48511824,65.9115,-65.9115,"CATG00000041255.1-ENSG00000142235.4"
"ENSG00000161558.6","CATG00000041255.1","coding_mRNA",48445912.5,48363931,81.9815,81.9815,"CATG00000041255.1-ENSG00000161558.6"
"CATG00000041270.1","CATG00000041272.1","coding_mRNA",48922751.5,48823022,99.7295,99.7295,"CATG00000041272.1-CATG00000041270.1"
"ENSG00000087074.7","CATG00000041272.1","coding_mRNA",48922751.5,48872420,50.3315,50.3315,"CATG00000041272.1-ENSG00000087074.7"
"ENSG00000087076.4","CATG00000041272.1","coding_mRNA",48922751.5,48836506.5,86.245,86.245,"CATG00000041272.1-ENSG00000087076.4"
"ENSG00000087086.9","CATG00000041272.1","coding_mRNA",48922751.5,48965308.5,42.557,-42.557,"CATG00000041272.1-ENSG00000087086.9"
"ENSG00000087088.15","CATG00000041272.1","coding_mRNA",48922751.5,48954883,32.1315,-32.1315,"CATG00000041272.1-ENSG00000087088.15"
"ENSG00000104804.3","CATG00000041272.1","coding_mRNA",48922751.5,48875890.5,46.861,46.861,"CATG00000041272.1-ENSG00000104804.3"
"ENSG00000104805.11","CATG00000041272.1","coding_mRNA",48922751.5,48900331.5,22.42,22.42,"CATG00000041272.1-ENSG00000104805.11"
"ENSG00000104808.3","CATG00000041272.1","coding_mRNA",48922751.5,48922322,0.4295,0.4295,"CATG00000041272.1-ENSG00000104808.3"
"ENSG00000104812.10","CATG00000041272.1","coding_mRNA",48922751.5,48993308.5,70.557,-70.557,"CATG00000041272.1-ENSG00000104812.10"
"ENSG00000104826.7","CATG00000041272.1","coding_mRNA",48922751.5,49057742.5,134.991,-134.991,"CATG00000041272.1-ENSG00000104826.7"
"ENSG00000104852.10","CATG00000041272.1","coding_mRNA",48922751.5,49085448.5,162.697,-162.697,"CATG00000041272.1-ENSG00000104852.10"
"ENSG00000104863.7","CATG00000041272.1","coding_mRNA",48922751.5,49114377,191.6255,-191.6255,"CATG00000041272.1-ENSG00000104863.7"
"ENSG00000105552.10","CATG00000041272.1","coding_mRNA",48922751.5,48811027,111.7245,111.7245,"CATG00000041272.1-ENSG00000105552.10"
"ENSG00000105559.7","CATG00000041272.1","coding_mRNA",48922751.5,48868607,54.1445,54.1445,"CATG00000041272.1-ENSG00000105559.7"
"ENSG00000130529.11","CATG00000041272.1","coding_mRNA",48922751.5,49157800.5,235.049,-235.049,"CATG00000041272.1-ENSG00000130529.11"
"ENSG00000176909.7","CATG00000041272.1","coding_mRNA",48922751.5,48714079.5,208.672,208.672,"CATG00000041272.1-ENSG00000176909.7"
"ENSG00000177380.9","CATG00000041272.1","coding_mRNA",48922751.5,49128581.5,205.83,-205.83,"CATG00000041272.1-ENSG00000177380.9"
"ENSG00000183207.8","CATG00000041272.1","coding_mRNA",48922751.5,48993886,71.1345,-71.1345,"CATG00000041272.1-ENSG00000183207.8"
"ENSG00000189052.6","CATG00000041272.1","coding_mRNA",48922751.5,49043846,121.0945,-121.0945,"CATG00000041272.1-ENSG00000189052.6"
"ENSG00000196337.6","CATG00000041272.1","coding_mRNA",48922751.5,49057742.5,134.991,-134.991,"CATG00000041272.1-ENSG00000196337.6"
"ENSG00000221916.2","CATG00000041272.1","coding_mRNA",48922751.5,49119121,196.3695,-196.3695,"CATG00000041272.1-ENSG00000221916.2"
"ENSG00000225950.3","CATG00000041272.1","coding_mRNA",48922751.5,49065039.5,142.288,-142.288,"CATG00000041272.1-ENSG00000225950.3"
"CATG00000041270.1","CATG00000041277.1","coding_mRNA",48961245.5,48823022,138.2235,138.2235,"CATG00000041277.1-CATG00000041270.1"
"ENSG00000087074.7","CATG00000041277.1","coding_mRNA",48961245.5,48872420,88.8255,88.8255,"CATG00000041277.1-ENSG00000087074.7"
"ENSG00000087076.4","CATG00000041277.1","coding_mRNA",48961245.5,48836506.5,124.739,124.739,"CATG00000041277.1-ENSG00000087076.4"
"ENSG00000087086.9","CATG00000041277.1","coding_mRNA",48961245.5,48965308.5,4.063,-4.063,"CATG00000041277.1-ENSG00000087086.9"
"ENSG00000087088.15","CATG00000041277.1","coding_mRNA",48961245.5,48954883,6.3625,6.3625,"CATG00000041277.1-ENSG00000087088.15"
"ENSG00000104804.3","CATG00000041277.1","coding_mRNA",48961245.5,48875890.5,85.355,85.355,"CATG00000041277.1-ENSG00000104804.3"
"ENSG00000104805.11","CATG00000041277.1","coding_mRNA",48961245.5,48900331.5,60.914,60.914,"CATG00000041277.1-ENSG00000104805.11"
"ENSG00000104808.3","CATG00000041277.1","coding_mRNA",48961245.5,48933697,27.5485,27.5485,"CATG00000041277.1-ENSG00000104808.3"
"ENSG00000104812.10","CATG00000041277.1","coding_mRNA",48961245.5,48993308.5,32.063,-32.063,"CATG00000041277.1-ENSG00000104812.10"
"ENSG00000104826.7","CATG00000041277.1","coding_mRNA",48961245.5,49057742.5,96.497,-96.497,"CATG00000041277.1-ENSG00000104826.7"
"ENSG00000104852.10","CATG00000041277.1","coding_mRNA",48961245.5,49085448.5,124.203,-124.203,"CATG00000041277.1-ENSG00000104852.10"
"ENSG00000104863.7","CATG00000041277.1","coding_mRNA",48961245.5,49114377,153.1315,-153.1315,"CATG00000041277.1-ENSG00000104863.7"
"ENSG00000105552.10","CATG00000041277.1","coding_mRNA",48961245.5,48811027,150.2185,150.2185,"CATG00000041277.1-ENSG00000105552.10"
"ENSG00000105559.7","CATG00000041277.1","coding_mRNA",48961245.5,48868607,92.6385,92.6385,"CATG00000041277.1-ENSG00000105559.7"
"ENSG00000130529.11","CATG00000041277.1","coding_mRNA",48961245.5,49157800.5,196.555,-196.555,"CATG00000041277.1-ENSG00000130529.11"
"ENSG00000176909.7","CATG00000041277.1","coding_mRNA",48961245.5,48714079.5,247.166,247.166,"CATG00000041277.1-ENSG00000176909.7"
"ENSG00000177380.9","CATG00000041277.1","coding_mRNA",48961245.5,49128581.5,167.336,-167.336,"CATG00000041277.1-ENSG00000177380.9"
"ENSG00000183207.8","CATG00000041277.1","coding_mRNA",48961245.5,48993886,32.6405,-32.6405,"CATG00000041277.1-ENSG00000183207.8"
"ENSG00000189052.6","CATG00000041277.1","coding_mRNA",48961245.5,49043846,82.6005,-82.6005,"CATG00000041277.1-ENSG00000189052.6"
"ENSG00000196337.6","CATG00000041277.1","coding_mRNA",48961245.5,49057742.5,96.497,-96.497,"CATG00000041277.1-ENSG00000196337.6"
"ENSG00000221916.2","CATG00000041277.1","coding_mRNA",48961245.5,49119121,157.8755,-157.8755,"CATG00000041277.1-ENSG00000221916.2"
"ENSG00000225950.3","CATG00000041277.1","coding_mRNA",48961245.5,49065039.5,103.794,-103.794,"CATG00000041277.1-ENSG00000225950.3"
"ENSG00000087074.7","CATG00000041279.1","coding_mRNA",49085115.5,48872420,212.6955,212.6955,"CATG00000041279.1-ENSG00000087074.7"
"ENSG00000087076.4","CATG00000041279.1","coding_mRNA",49085115.5,48836506.5,248.609,248.609,"CATG00000041279.1-ENSG00000087076.4"
"ENSG00000087086.9","CATG00000041279.1","coding_mRNA",49085115.5,48965308.5,119.807,119.807,"CATG00000041279.1-ENSG00000087086.9"
"ENSG00000087088.15","CATG00000041279.1","coding_mRNA",49085115.5,48954883,130.2325,130.2325,"CATG00000041279.1-ENSG00000087088.15"
"ENSG00000104804.3","CATG00000041279.1","coding_mRNA",49085115.5,48875890.5,209.225,209.225,"CATG00000041279.1-ENSG00000104804.3"
"ENSG00000104805.11","CATG00000041279.1","coding_mRNA",49085115.5,48900331.5,184.784,184.784,"CATG00000041279.1-ENSG00000104805.11"
"ENSG00000104808.3","CATG00000041279.1","coding_mRNA",49085115.5,48933697,151.4185,151.4185,"CATG00000041279.1-ENSG00000104808.3"
"ENSG00000104812.10","CATG00000041279.1","coding_mRNA",49085115.5,48993308.5,91.807,91.807,"CATG00000041279.1-ENSG00000104812.10"
"ENSG00000104826.7","CATG00000041279.1","coding_mRNA",49085115.5,49057742.5,27.373,27.373,"CATG00000041279.1-ENSG00000104826.7"
"ENSG00000104852.10","CATG00000041279.1","coding_mRNA",49085115.5,49085448.5,0.333,-0.333,"CATG00000041279.1-ENSG00000104852.10"
"ENSG00000104863.7","CATG00000041279.1","coding_mRNA",49085115.5,49114377,29.2615,-29.2615,"CATG00000041279.1-ENSG00000104863.7"
"ENSG00000105559.7","CATG00000041279.1","coding_mRNA",49085115.5,48868607,216.5085,216.5085,"CATG00000041279.1-ENSG00000105559.7"
"ENSG00000130529.11","CATG00000041279.1","coding_mRNA",49085115.5,49157800.5,72.685,-72.685,"CATG00000041279.1-ENSG00000130529.11"
"ENSG00000177380.9","CATG00000041279.1","coding_mRNA",49085115.5,49128581.5,43.466,-43.466,"CATG00000041279.1-ENSG00000177380.9"
"ENSG00000183207.8","CATG00000041279.1","coding_mRNA",49085115.5,48993886,91.2295,91.2295,"CATG00000041279.1-ENSG00000183207.8"
"ENSG00000189052.6","CATG00000041279.1","coding_mRNA",49085115.5,49043846,41.2695,41.2695,"CATG00000041279.1-ENSG00000189052.6"
"ENSG00000196337.6","CATG00000041279.1","coding_mRNA",49085115.5,49057742.5,27.373,27.373,"CATG00000041279.1-ENSG00000196337.6"
"ENSG00000221916.2","CATG00000041279.1","coding_mRNA",49085115.5,49119121,34.0055,-34.0055,"CATG00000041279.1-ENSG00000221916.2"
"ENSG00000225950.3","CATG00000041279.1","coding_mRNA",49085115.5,49065039.5,20.076,20.076,"CATG00000041279.1-ENSG00000225950.3"
"CATG00000041300.1","CATG00000041299.1","coding_mRNA",49766377.5,49801523,35.1455,-35.1455,"CATG00000041299.1-CATG00000041300.1"
"ENSG00000010361.9","CATG00000041299.1","coding_mRNA",49766377.5,49813283,46.9055,-46.9055,"CATG00000041299.1-ENSG00000010361.9"
"ENSG00000039650.5","CATG00000041299.1","coding_mRNA",49766377.5,49867564.5,101.187,-101.187,"CATG00000041299.1-ENSG00000039650.5"
"ENSG00000104946.6","CATG00000041299.1","coding_mRNA",49766377.5,49877707,111.3295,-111.3295,"CATG00000041299.1-ENSG00000104946.6"
"ENSG00000104951.11","CATG00000041299.1","coding_mRNA",49766377.5,49929488,163.1105,-163.1105,"CATG00000041299.1-ENSG00000104951.11"
"ENSG00000104960.11","CATG00000041299.1","coding_mRNA",49766377.5,49851151,84.7735,-84.7735,"CATG00000041299.1-ENSG00000104960.11"
"ENSG00000104973.10","CATG00000041299.1","coding_mRNA",49766377.5,49818297,51.9195,-51.9195,"CATG00000041299.1-ENSG00000104973.10"
"ENSG00000126453.5","CATG00000041299.1","coding_mRNA",49766377.5,49665994,100.3835,100.3835,"CATG00000041299.1-ENSG00000126453.5"
"ENSG00000126456.11","CATG00000041299.1","coding_mRNA",49766377.5,49665836,100.5415,100.5415,"CATG00000041299.1-ENSG00000126456.11"
"ENSG00000126457.16","CATG00000041299.1","coding_mRNA",49766377.5,49681993.5,84.384,84.384,"CATG00000041299.1-ENSG00000126457.16"
"ENSG00000126458.3","CATG00000041299.1","coding_mRNA",49766377.5,49640121,126.2565,126.2565,"CATG00000041299.1-ENSG00000126458.3"
"ENSG00000126460.6","CATG00000041299.1","coding_mRNA",49766377.5,49590354,176.0235,176.0235,"CATG00000041299.1-ENSG00000126460.6"
"ENSG00000126461.10","CATG00000041299.1","coding_mRNA",49766377.5,49642214.5,124.163,124.163,"CATG00000041299.1-ENSG00000126461.10"
"ENSG00000126464.9","CATG00000041299.1","coding_mRNA",49766377.5,49635385,130.9925,130.9925,"CATG00000041299.1-ENSG00000126464.9"
"ENSG00000126467.6","CATG00000041299.1","coding_mRNA",49766377.5,49763306,3.0715,3.0715,"CATG00000041299.1-ENSG00000126467.6"
"ENSG00000142546.9","CATG00000041299.1","coding_mRNA",49766377.5,49580555.5,185.822,185.822,"CATG00000041299.1-ENSG00000142546.9"
"ENSG00000169136.4","CATG00000041299.1","coding_mRNA",49766377.5,49929204,162.8265,-162.8265,"CATG00000041299.1-ENSG00000169136.4"
"ENSG00000169169.10","CATG00000041299.1","coding_mRNA",49766377.5,49677267,89.1105,89.1105,"CATG00000041299.1-ENSG00000169169.10"
"ENSG00000196961.8","CATG00000041299.1","coding_mRNA",49766377.5,49767012.5,0.635,-0.635,"CATG00000041299.1-ENSG00000196961.8"
"ENSG00000204673.6","CATG00000041299.1","coding_mRNA",49766377.5,49876637,110.2595,-110.2595,"CATG00000041299.1-ENSG00000204673.6"
"ENSG00000213024.6","CATG00000041299.1","coding_mRNA",49766377.5,49929488,163.1105,-163.1105,"CATG00000041299.1-ENSG00000213024.6"
"ENSG00000224420.3","CATG00000041299.1","coding_mRNA",49766377.5,49688370.5,78.007,78.007,"CATG00000041299.1-ENSG00000224420.3"
"ENSG00000062822.8","CATG00000041311.1","coding_mRNA",50376310.5,50384345.5,8.035,-8.035,"CATG00000041311.1-ENSG00000062822.8"
"ENSG00000131408.9","CATG00000041311.1","coding_mRNA",50376310.5,50376483.5,0.173,-0.173,"CATG00000041311.1-ENSG00000131408.9"
"ENSG00000131409.8","CATG00000041311.1","coding_mRNA",50376310.5,50568419.5,192.109,-192.109,"CATG00000041311.1-ENSG00000131409.8"
"ENSG00000142530.6","CATG00000041311.1","coding_mRNA",50376310.5,50476759,100.4485,-100.4485,"CATG00000041311.1-ENSG00000142530.6"
"ENSG00000161671.12","CATG00000041311.1","coding_mRNA",50376310.5,50476520.5,100.21,-100.21,"CATG00000041311.1-ENSG00000161671.12"
"ENSG00000161677.7","CATG00000041311.1","coding_mRNA",50376310.5,50511186,134.8755,-134.8755,"CATG00000041311.1-ENSG00000161677.7"
"ENSG00000105568.13","CATG00000041366.1","coding_mRNA",52189622.5,52190044.5,0.422,-0.422,"CATG00000041366.1-ENSG00000105568.13"
"ENSG00000142556.14","CATG00000041366.1","coding_mRNA",52189622.5,52028390,161.2325,161.2325,"CATG00000041366.1-ENSG00000142556.14"
"ENSG00000167554.10","CATG00000041366.1","coding_mRNA",52189622.5,52336246.5,146.624,-146.624,"CATG00000041366.1-ENSG00000167554.10"
"ENSG00000167555.9","CATG00000041366.1","coding_mRNA",52189622.5,52397861.5,208.239,-208.239,"CATG00000041366.1-ENSG00000167555.9"
"ENSG00000196214.6","CATG00000041366.1","coding_mRNA",52189622.5,52269594,79.9715,-79.9715,"CATG00000041366.1-ENSG00000196214.6"
"ENSG00000196267.8","CATG00000041366.1","coding_mRNA",52189622.5,52171662,17.9605,17.9605,"CATG00000041366.1-ENSG00000196267.8"
"ENSG00000197608.7","CATG00000041366.1","coding_mRNA",52189622.5,52095739.5,93.883,93.883,"CATG00000041366.1-ENSG00000197608.7"
"ENSG00000197619.9","CATG00000041366.1","coding_mRNA",52189622.5,52008211,181.4115,181.4115,"CATG00000041366.1-ENSG00000197619.9"
"ENSG00000198093.6","CATG00000041366.1","coding_mRNA",52189622.5,52028390,161.2325,161.2325,"CATG00000041366.1-ENSG00000198093.6"
"ENSG00000198464.9","CATG00000041366.1","coding_mRNA",52189622.5,52269594,79.9715,-79.9715,"CATG00000041366.1-ENSG00000198464.9"
