"EnsID.y","EnsID","pairs","loopMethod","EnsName.x","GeneClassUpdate.x","EnsName.y","GeneClassUpdate.y","Lnc_Cluster","PCG_Cluster","Lnc_Timeframe","PCG_Timeframe","AbsDistLnc_PCG","DistLnc_PCG","str.x","str.y","LncRNA.PCG.Relationship","pair_range","pair_range_bin","pairs_merge","EnsID_merge","Thyroid_Locus_Up4","Brain_Hypothalamus_Locus_Up8","Lung_Locus_Up8","Artery_Aorta_Locus_Down24","Heart_Atrial_Appendage_Locus_Down24","Lung_Locus_Down24","Skin_Not_Sun_Exposed_Suprapubic_Locus_Down24","Artery_Aorta_Locus_Up4Del","Testis_Locus_Up4Del","Adipose_Subcutaneous_Promoter_Up4Del","Artery_Aorta_Promoter_Up4Del","Artery_Tibial_Promoter_Up4Del","Cells_Cultured_fibroblasts_Promoter_Up4Del","Esophagus_Mucosa_Promoter_Up4Del","Muscle_Skeletal_Promoter_Up4Del","Testis_Promoter_Up4Del","Testis_Exon_Down4","Lung_Exon_Down24","Skin_Not_Sun_Exposed_Suprapubic_Exon_Down24","Pituitary_Exon_Up4Del","Spleen_Exon_Up4Del","Testis_Exon_Up4Del","Skin_Not_Sun_Exposed_Suprapubic_Intron_Up4","Skin_Sun_Exposed_Lower_leg_Intron_Up4","Thyroid_Intron_Up4","Brain_Hypothalamus_Intron_Up8","Artery_Aorta_Intron_Down24","Heart_Atrial_Appendage_Intron_Down24","Lung_Intron_Down24","Skin_Not_Sun_Exposed_Suprapubic_Intron_Down24","Colon_Sigmoid_TTS_Up4","Artery_Tibial_TTS_Up8","Skin_Not_Sun_Exposed_Suprapubic_TTS_Up4Del","Testis_TTS_Up4Del","Thyroid_TTS_Up4Del","SMC_biobank_Locus_Up24","SMC_biobank_Locus_Up4Del","SMC_biobank_Promoter_Up4Del","SMC_biobank_Exon_Up4Del","eQTLvalidations","lncNames","pairsNice","CClncRNA_Type","PairType"
"ENSG00000141956.13","ENSG00000237232.7","ENSG00000237232.7-ENSG00000141956.13","Neither","ZNF295-AS1","Bona fide lncRNA","PRDM15","TF","Induced <4hrs","Repressed 8-24hrs","<4hrs","8-24hrs",129.705,129.705,"+","-","Intergenic",226642,"200-300kbp","ENSG00000237232.7-ENSG00000141956","ENSG00000141956",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"ZNF295-AS1","ZNF295-AS1-PRDM15","Induced 0-4hr","Later timeframe"
"ENSG00000144048.10","ENSG00000237883.1","ENSG00000237883.1-ENSG00000144048.10","Neither","DGUOK-AS1","Bona fide lncRNA","DUSP11","Protein coding","Induced <4hrs","Repressed 8-24hrs","<4hrs","8-24hrs",201.244,201.244,"-","-","Intergenic",219245,"200-300kbp","ENSG00000237883.1-ENSG00000144048","ENSG00000144048",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"DGUOK-AS1","DGUOK-AS1-DUSP11","Induced 0-4hr","Later timeframe"
"ENSG00000146416.17","MSTRG.28277","MSTRG.28277-ENSG00000146416.17","FitHiC",NA,"Bona fide lncRNA","AIG1","Protein coding","Induced <4hrs","Repressed 8-24hrs","<4hrs","8-24hrs",114.374,-114.374,"+","+","Intergenic",393826,"300-400kbp","MSTRG.28277-ENSG00000146416","ENSG00000146416",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"MSTRG.28277","MSTRG.28277-AIG1","Induced 0-4hr","Later timeframe"
"ENSG00000147364.16","MSTRG.30153","MSTRG.30153-ENSG00000147364.16","Neither",NA,"Bona fide lncRNA","FBXO25","Protein coding","Induced 4-8hrs","Repressed 4-8hrs","4-8hrs","4-8hrs",100.576,-100.576,"-","+","Intergenic",172767,"100-200kbp","MSTRG.30153-ENSG00000147364","ENSG00000147364",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"MSTRG.30153","MSTRG.30153-FBXO25","Induced 4-8hr","Same timeframe"
"ENSG00000148834.12","ENSG00000231233.1","ENSG00000231233.1-ENSG00000148834.12","Neither","CFAP58-AS1","Bona fide lncRNA","GSTO1","Protein coding","Induced <4hrs","Induced <4hrs","<4hrs","<4hrs",98.827,98.827,"-","+","Intergenic",100828,"100-200kbp","ENSG00000231233.1-ENSG00000148834","ENSG00000148834",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"CFAP58-AS1","CFAP58-AS1-GSTO1","Induced 0-4hr","Same timeframe"
"ENSG00000148841.15","ENSG00000231233.1","ENSG00000231233.1-ENSG00000148841.15","Neither","CFAP58-AS1","Bona fide lncRNA","ITPRIP","Protein coding","Induced <4hrs","Induced <4hrs","<4hrs","<4hrs",15.158,15.158,"-","-","Intergenic",44538,"25-50kbp","ENSG00000231233.1-ENSG00000148841","ENSG00000148841",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"CFAP58-AS1","CFAP58-AS1-ITPRIP","Induced 0-4hr","Same timeframe"
"ENSG00000155380.11","ENSG00000226419.7","ENSG00000226419.7-ENSG00000155380.11","Neither","SLC16A1-AS1","Bona fide lncRNA","SLC16A1","Protein coding","Repressed <4hrs","Induced <4hrs","<4hrs","<4hrs",0.018,0.018,"+","-","Bidirectional",63584,"50-100kbp","ENSG00000226419.7-ENSG00000155380","ENSG00000155380",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"SLC16A1-AS1","SLC16A1-AS1-SLC16A1","Repressed 0-4hr","Same timeframe"
"ENSG00000159259.7","ENSG00000233818.1","ENSG00000233818.1-ENSG00000159259.7","Neither","AP000695.4","Bona fide lncRNA","CHAF1B","CC","Induced 8-24hrs","Induced 8-24hrs","8-24hrs","8-24hrs",60.458,60.458,"+","+","Intergenic",149031,"100-200kbp","ENSG00000233818.1-ENSG00000159259","ENSG00000159259",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"AP000695.4","AP000695.4-CHAF1B","Induced 8-24hr","Same timeframe"
"ENSG00000162236.11","ENSG00000255717.6","ENSG00000255717.6-ENSG00000162236.11","Neither","SNHG1","Bona fide lncRNA","STX5","Protein coding","Induced <4hrs","Repressed 8-24hrs","<4hrs","8-24hrs",21.867,21.867,"-","-","Intergenic",48972,"25-50kbp","ENSG00000255717.6-ENSG00000162236","ENSG00000162236",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,7,"SNHG1","SNHG1-STX5","Induced 0-4hr","Later timeframe"
"ENSG00000163170.11","ENSG00000237883.1","ENSG00000237883.1-ENSG00000163170.11","Neither","DGUOK-AS1","Bona fide lncRNA","BOLA3","Protein coding","Induced <4hrs","Induced 8-24hrs","<4hrs","8-24hrs",166.477,-166.477,"-","-","Intergenic",192025,"100-200kbp","ENSG00000237883.1-ENSG00000163170","ENSG00000163170",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"DGUOK-AS1","DGUOK-AS1-BOLA3","Induced 0-4hr","Later timeframe"
"ENSG00000164611.12","ENSG00000253522.5","ENSG00000253522.5-ENSG00000164611.12","Neither","MIR3142HG","Bona fide lncRNA","PTTG1","CC","Induced <4hrs","Induced 8-24hrs","<4hrs","8-24hrs",46.407,46.407,"+","+","Intergenic",75151,"50-100kbp","ENSG00000253522.5-ENSG00000164611","ENSG00000164611",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,"MIR3142HG","MIR3142HG-PTTG1","Induced 0-4hr","Later timeframe"
"ENSG00000166847.9","ENSG00000260136.5","ENSG00000260136.5-ENSG00000166847.9","Neither","CTD-2270L9.4","Bona fide lncRNA","DCTN5","Protein coding","Induced 4-8hrs","Induced 4-8hrs","4-8hrs","4-8hrs",188.658,-188.658,"+","+","Intergenic",224722,"200-300kbp","ENSG00000260136.5-ENSG00000166847","ENSG00000166847",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"CTD-2270L9.4","CTD-2270L9.4-DCTN5","Induced 4-8hr","Same timeframe"
"ENSG00000167508.11","ENSG00000260630.6","ENSG00000260630.6-ENSG00000167508.11","Neither","SNAI3-AS1","Bona fide lncRNA","MVD","Protein coding","Repressed 8-24hrs","Repressed 8-24hrs","8-24hrs","8-24hrs",0.208,0.208,"+","-","Bidirectional",35252,"25-50kbp","ENSG00000260630.6-ENSG00000167508","ENSG00000167508",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"SNAI3-AS1","SNAI3-AS1-MVD","Repressed 8-24hr","Same timeframe"
"ENSG00000168917.8","ENSG00000239213.5","ENSG00000239213.5-ENSG00000168917.8","Neither","NCK1-AS1","Bona fide lncRNA","SLC35G2","Protein coding","Induced 8-24hrs","Induced 8-24hrs","8-24hrs","8-24hrs",42.927,42.927,"-","+","Antisense Overlap",45365,"25-50kbp","ENSG00000239213.5-ENSG00000168917","ENSG00000168917",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"NCK1-AS1","NCK1-AS1-SLC35G2","Induced 8-24hr","Same timeframe"
"ENSG00000169429.10","MSTRG.24277","MSTRG.24277-ENSG00000169429.10","FitHiC",NA,"Bona fide lncRNA","CXCL8","Protein coding","Induced <4hrs","Induced <4hrs","<4hrs","<4hrs",19.439,-19.439,"-","+","Intergenic",78071,"50-100kbp","MSTRG.24277-ENSG00000169429","ENSG00000169429",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"MSTRG.24277","MSTRG.24277-CXCL8","Induced 0-4hr","Same timeframe"
"ENSG00000169715.14","ENSG00000260823.1","ENSG00000260823.1-ENSG00000169715.14","Neither","RP11-249C24.10","Bona fide lncRNA","MT1E","Protein coding","Induced <4hrs","Induced <4hrs","<4hrs","<4hrs",14.1,-14.1,"-","+","Intergenic",17612,"15-25kbp","ENSG00000260823.1-ENSG00000169715","ENSG00000169715",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"RP11-249C24.10","RP11-249C24.10-MT1E","Induced 0-4hr","Same timeframe"
"ENSG00000169762.16","ENSG00000263327.6","ENSG00000263327.6-ENSG00000169762.16","Neither","TAPT1-AS1","Bona fide lncRNA","TAPT1","Protein coding","Repressed <4hrs","Repressed <4hrs","<4hrs","<4hrs",0.104,0.104,"+","-","Antisense Overlap",96240,"50-100kbp","ENSG00000263327.6-ENSG00000169762","ENSG00000169762",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"TAPT1-AS1","TAPT1-AS1-TAPT1","Repressed 0-4hr","Same timeframe"
"ENSG00000171700.13","ENSG00000268858.2","ENSG00000268858.2-ENSG00000171700.13","Neither","RP4-591C20.9","Bona fide lncRNA","RGS19","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",212.795,-212.795,"-","-","Intergenic",220777,"200-300kbp","ENSG00000268858.2-ENSG00000171700","ENSG00000171700",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"RP4-591C20.9","RP4-591C20.9-RGS19","Induced 0-4hr","Later timeframe"
"ENSG00000172061.8","MSTRG.23674","MSTRG.23674-ENSG00000172061.8","Neither",NA,"Bona fide lncRNA","LRRC15","Protein coding","Induced <4hrs","Induced 8-24hrs","<4hrs","8-24hrs",117.362,117.362,"+","-","Intergenic",168405,"100-200kbp","MSTRG.23674-ENSG00000172061","ENSG00000172061",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"MSTRG.23674","MSTRG.23674-LRRC15","Induced 0-4hr","Later timeframe"
"ENSG00000173276.13","ENSG00000237232.7","ENSG00000237232.7-ENSG00000173276.13","Neither","ZNF295-AS1","Bona fide lncRNA","ZBTB21","TF","Induced <4hrs","Induced <4hrs","<4hrs","<4hrs",1.068,-1.068,"+","-","Antisense Overlap",38036,"25-50kbp","ENSG00000237232.7-ENSG00000173276","ENSG00000173276",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"ZNF295-AS1","ZNF295-AS1-ZBTB21","Induced 0-4hr","Same timeframe"
"ENSG00000174177.12","ENSG00000260630.6","ENSG00000260630.6-ENSG00000174177.12","Neither","SNAI3-AS1","Bona fide lncRNA","CTU2","Protein coding","Repressed 8-24hrs","Repressed 8-24hrs","8-24hrs","8-24hrs",21.33,-21.33,"+","+","Intergenic",52069,"50-100kbp","ENSG00000260630.6-ENSG00000174177","ENSG00000174177",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,"SNAI3-AS1","SNAI3-AS1-CTU2","Repressed 8-24hr","Same timeframe"
"ENSG00000180198.15","ENSG00000197989.13","ENSG00000197989.13-ENSG00000180198.15","Neither","SNHG12","Bona fide lncRNA","RCC1","CC","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",63.594,63.594,"-","+","Intergenic",77918,"50-100kbp","ENSG00000197989.13-ENSG00000180198","ENSG00000180198",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"SNHG12","SNHG12-RCC1","Induced 0-4hr","Later timeframe"
"ENSG00000180398.11","ENSG00000239332.5","ENSG00000239332.5-ENSG00000180398.11","Neither","LINC01119","Bona fide lncRNA","MCFD2","Protein coding","Induced <4hrs","Induced 8-24hrs","<4hrs","8-24hrs",69.915,-69.915,"+","-","Intergenic",90047,"50-100kbp","ENSG00000239332.5-ENSG00000180398","ENSG00000180398",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"LINC01119","LINC01119-MCFD2","Induced 0-4hr","Later timeframe"
"ENSG00000182118.7","ENSG00000223393.1","ENSG00000223393.1-ENSG00000182118.7","Neither","RP5-858B6.3","Bona fide lncRNA","FAM89A","Protein coding","Repressed 8-24hrs","Repressed 8-24hrs","8-24hrs","8-24hrs",165.478,-165.478,"+","-","Intergenic",167479,"100-200kbp","ENSG00000223393.1-ENSG00000182118","ENSG00000182118",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"RP5-858B6.3","RP5-858B6.3-FAM89A","Repressed 8-24hr","Same timeframe"
"ENSG00000183336.8","ENSG00000260953.1","ENSG00000260953.1-ENSG00000183336.8","Neither","RP11-426C22.6","Bona fide lncRNA","BOLA2","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",190.383,-190.383,"-","-","Intergenic",194692,"100-200kbp","ENSG00000260953.1-ENSG00000183336","ENSG00000183336",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"RP11-426C22.6","RP11-426C22.6-BOLA2","Induced 0-4hr","Later timeframe"
"ENSG00000185085.2","ENSG00000255717.6","ENSG00000255717.6-ENSG00000185085.2","Neither","SNHG1","Bona fide lncRNA","INTS5","Protein coding","Induced <4hrs","Repressed 8-24hrs","<4hrs","8-24hrs",200.653,200.653,"-","-","Intergenic",209021,"200-300kbp","ENSG00000255717.6-ENSG00000185085","ENSG00000185085",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"SNHG1","SNHG1-INTS5","Induced 0-4hr","Later timeframe"
"ENSG00000185104.19","MSTRG.1055","MSTRG.1055-ENSG00000185104.19","Neither",NA,"Bona fide lncRNA","FAF1","CC","Induced 8-24hrs","Induced 8-24hrs","8-24hrs","8-24hrs",17.31,17.31,"+","-","Intergenic",573290,"500-1000kbp","MSTRG.1055-ENSG00000185104","ENSG00000185104",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"MSTRG.1055","MSTRG.1055-FAF1","Induced 8-24hr","Same timeframe"
"ENSG00000185112.5","MSTRG.23674","MSTRG.23674-ENSG00000185112.5","Neither",NA,"Bona fide lncRNA","FAM43A","Protein coding","Induced <4hrs","Repressed 4-8hrs","<4hrs","4-8hrs",199.439,-199.439,"+","+","Intergenic",201933,"200-300kbp","MSTRG.23674-ENSG00000185112","ENSG00000185112",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"MSTRG.23674","MSTRG.23674-FAM43A","Induced 0-4hr","Later timeframe"
"ENSG00000185669.5","ENSG00000260630.6","ENSG00000260630.6-ENSG00000185669.5","Neither","SNAI3-AS1","Bona fide lncRNA","SNAI3","TF","Repressed 8-24hrs","Repressed 8-24hrs","8-24hrs","8-24hrs",1.36,-1.36,"+","-","Antisense Overlap",25176,"25-50kbp","ENSG00000260630.6-ENSG00000185669","ENSG00000185669",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"SNAI3-AS1","SNAI3-AS1-SNAI3","Repressed 8-24hr","Same timeframe"
"ENSG00000187109.13","ENSG00000257219.5","ENSG00000257219.5-ENSG00000187109.13","FitHiC","RP11-54A9.1","Bona fide lncRNA","NAP1L1","Protein coding","Induced 4-8hrs","Repressed 4-8hrs","4-8hrs","4-8hrs",175.102,175.102,"+","-","Intergenic",258228,"200-300kbp","ENSG00000257219.5-ENSG00000187109","ENSG00000187109",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"RP11-54A9.1","RP11-54A9.1-NAP1L1","Induced 4-8hr","Same timeframe"
"ENSG00000188976.10","ENSG00000228794.8","ENSG00000228794.8-ENSG00000188976.10","Neither","LINC01128","Bona fide lncRNA","NOC2L","Protein coding","Induced <4hrs","Induced <4hrs","<4hrs","<4hrs",127.711,-127.711,"+","-","Intergenic",133657,"100-200kbp","ENSG00000228794.8-ENSG00000188976","ENSG00000188976",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"LINC01128","LINC01128-NOC2L","Induced 0-4hr","Same timeframe"
