primiRID,primiRname,miRname,locus,strand,Stars,nameStars,Pt134_0h,Pt151_0h,Pt157_0h,Pt2279_0h,Pt134_4h,Pt151_4h,Pt157_4h,Pt2279_4h,Pt134_8h,Pt151_8h,Pt157_8h,Pt2279_8h,Pt134_24h,Pt151_24h,Pt157_24h,Pt2279_24h,Hour0_meanrpm,Hour0_serpm,Hour4_meanrpm,Hour4_serpm,Hour8_meanrpm,Hour8_serpm,Hour24_meanrpm,Hour24_serpm,rpm_max_treatment,padj_LRT,LogFC_0_4,preadj_0_4,LogFC_4_8,preadj_4_8,LogFC_8_24,preadj_8_24,LogFC_0_8,preadj_0_8,LogFC_0_24,preadj_0_24,LogFC_4_24,preadj_4_24,DE_LRT,DE_pairs,DE_consensus
MI0000813,hsa-mir-324,hsa-miR-324-5p,chr17:7223342-7223364,-,Single miR only,hsa-miR-324-5p,24.37395963,17.22919812,17.20383845,11.84513084,7.479611459,15.73504777,12.20251335,10.52282362,10.86153712,10.98244788,11.55989769,16.36535761,17.91889182,16.48838242,12.5134329,12.59329025,17.66303176,2.570401948,11.48499905,1.721110402,12.44231008,1.316529349,14.87849935,1.37390653,17.66303176,0.75864633,-0.582427327,0.855323048,0.083294444,1,0.265366379,1,-0.499132883,1,-0.233766504,1,0.348660823,1,NA,NA,Stable
MI0000813,hsa-mir-324,hsa-miR-324-3p,chr17:7223308-7223327,-,>20% RPMM,hsa-miR-324-3p,24.37395963,12.30657009,14.60157717,14.06609287,19.79897151,13.73694647,13.07412144,13.39268461,15.64797721,12.57201271,19.71982548,12.52450838,23.98167477,13.01714401,14.90730702,15.98379147,16.33704994,2.723444463,15.00068101,1.605145396,15.11608094,1.699654597,16.97247932,2.415504408,16.97247932,0.993959075,-0.065258246,1,-0.023475911,1,0.161209447,1,-0.088734157,1,0.07247529,1,0.137733535,1,NA,NA,Stable
MI0000814,hsa-mir-338,hsa-miR-338-3p,chr17:81125887-81125908,-,NA,hsa-miR-338-3p,0,1.342534918,0.722850355,2.035881863,0.586636193,2.164609746,0.980559108,1.913240659,0.552281549,4.190670902,0.509995487,2.00392134,0.26945702,1.880254135,0.87049968,0.968714634,1.025316784,0.434418152,1.411261426,0.374725244,1.814217319,0.864917902,0.997231367,0.332447845,1.814217319,0.970837113,0.656818983,1,0.147444569,1,-0.657085549,1,0.804263552,1,0.147178003,1,-0.50964098,1,NA,NA,Stable
MI0000814,hsa-mir-338,hsa-miR-338-5p,chr17:81125923-81125944,-,Single miR only,hsa-miR-338-5p,0,2.461314017,1.734840852,3.516523217,0.586636193,3.579931503,0.980559108,1.913240659,0.552281549,3.034623757,1.189989469,1.168954115,0.53891404,3.037333603,0.65287476,1.453071952,1.928169522,0.739500067,1.765091866,0.665822824,1.486462222,0.536827499,1.420548589,0.576024749,1.928169522,0.993959075,-0.066220794,1,-0.247445448,1,-0.072332813,1,-0.313666242,1,-0.385999055,1,-0.319778261,1,NA,NA,Stable
MI0000815,hsa-mir-339,hsa-miR-339-5p,chr7:1022990-1023012,-,<20% RPMM,hsa-miR-339-5p*,27.24148429,14.99163992,17.92668881,16.2870549,18.18572198,20.06426726,15.03523966,17.60181406,13.62294487,18.64126022,18.52983601,13.86045594,12.12556589,13.74031868,12.29580798,13.80418354,19.11171698,2.775655464,17.72176074,1.038202756,16.16362426,1.39932347,12.99146902,0.452310109,19.11171698,0.597203672,-0.068815006,1,-0.174096278,1,-0.291156286,1,-0.242911284,1,-0.53406757,0.579458642,-0.465252564,0.813218975,NA,NA,Stable
MI0000815,hsa-mir-339,hsa-miR-339-3p,chr7:1022955-1022977,-,Single miR only,hsa-miR-339-3p,127.4455405,109.19284,102.5001804,123.6335531,108.8210138,107.730962,104.2661185,91.26157941,114.1381867,89.59365376,84.65925077,104.8718835,133.9201389,95.02515129,81.39172007,94.69185551,115.6930285,5.898284796,103.0199184,4.037926342,98.31574368,6.806291968,101.2572164,11.34110168,115.6930285,0.86566625,-0.123076386,1,-0.127994325,1,0.058885964,1,-0.251070711,0.905874565,-0.192184747,1,-0.06910836,1,NA,NA,Stable
MI0000816,hsa-mir-335,hsa-miR-335-5p,chr7:130496126-130496148,+,>20% RPMM,hsa-miR-335-5p,161.3779157,74.17505425,206.3014913,87.72800026,204.1493951,94.41028663,190.446369,79.59081139,243.9243507,36.84900276,122.7389138,133.594756,205.4609776,52.35784592,139.9328235,72.41141892,132.3956154,31.20748016,142.1492155,32.10555062,134.2767558,42.47386358,117.5407665,34.78126758,142.1492155,0.986580855,0.144530974,1,-0.223107863,1,-0.171548216,1,-0.07857689,1,-0.250125106,1,-0.39465608,1,NA,NA,Stable
MI0000816,hsa-mir-335,hsa-miR-335-3p,chr7:130496162-130496183,+,Single miR only,hsa-miR-335-3p,1232.557684,429.0517844,1143.982972,839.1534877,928.2051162,416.1045966,1008.559518,611.8543626,758.2825664,299.4162106,597.3747132,565.7737917,506.3097403,141.4529649,323.0641937,214.5702915,911.186482,181.4562101,741.1808984,138.1030229,555.2118205,95.11325995,296.3492976,79.30833966,911.186482,5.39E-22,-0.233817425,1,-0.4543453,0.193536211,-0.954527904,5.21E-07,-0.688162725,0.001682853,-1.642690629,3.34E-22,-1.408873204,3.68E-16,DE,DE,DE
MI0000825,hsa-mir-345,hsa-miR-345-5p,chr14:100307876-100307897,+,Single miR only,hsa-miR-345-5p,178.5830637,270.1851523,315.451895,280.3964565,182.443856,270.9092352,278.0429827,205.6733708,186.4870696,171.3839893,230.6879584,223.9382098,283.4687849,259.1858008,280.8449592,209.0001824,261.1541419,29.18055113,234.2673612,23.73854802,203.1243068,14.36784275,258.1249318,17.25513688,261.1541419,0.728163779,-0.120406827,1,-0.236249912,1,0.379664928,0.777370158,-0.356656739,0.869251838,0.02300819,1,0.143415017,1,NA,NA,Stable
MI0000825,hsa-mir-345,hsa-miR-345-3p,chr14:100307912-100307933,+,<1% RPMM,hsa-miR-345-3p***,0.318613851,0.11187791,0,0.185080169,0.146659048,0,0,0.191324066,0,0.578023573,0,0.500980335,0,0.144634933,0.21762492,0,0.153892983,0.066804392,0.084495779,0.049628309,0.269750977,0.156532794,0.090564963,0.05436897,0.269750977,NA,-0.948270856,NA,1.613958512,1,-0.720406157,1,0.665687656,NA,-0.054718501,NA,0.893552355,NA,NA,NA,Stable
MI0000826,hsa-mir-346,hsa-miR-346,chr10:86264747-86264769,-,Single miR only,hsa-miR-346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484357317,0,0,0,0,0,0,0.121089329,0.121089329,0.121089329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0001150,hsa-mir-196b,hsa-miR-196b-5p,chr7:27169528-27169549,-,Single miR only,hsa-miR-196b-5p,313.8346436,226.1052559,274.3939948,228.2038488,267.2127859,231.5299886,238.2758633,175.2528443,245.3971015,147.6850228,227.9679825,261.5117349,240.0862047,169.3675071,188.7896181,159.3535574,260.6344357,20.94356467,228.0678705,19.23092294,220.6404604,25.26450212,189.3992218,17.96652767,260.6344357,0.565937818,-0.153830044,1,-0.094344834,1,-0.199711941,1,-0.248174878,1,-0.447886819,0.379939402,-0.294056775,1,NA,NA,Stable
MI0001150,hsa-mir-196b,hsa-miR-196b-3p,chr7:27169493-27169514,-,<1% RPMM,hsa-miR-196b-3p***,0.159306926,0.33563373,0.144570071,0,0.146659048,0.416271105,0,0,0,0,0,0,0.13472851,0.289269867,0,0,0.159877682,0.068729973,0.140732538,0.098135926,0,0,0.105999594,0.068850788,0.159877682,NA,-0.548081852,NA,-1.56147852,1,1.378839372,1,-2.109560372,NA,-0.730721,NA,-0.182639147,NA,NA,NA,Stable
MI0001445,hsa-mir-423,hsa-miR-423-3p,chr17:30117131-30117153,+,>20% RPMM,hsa-miR-423-3p,2009.816174,2371.587934,2437.451397,4069.542763,2286.414562,2533.259437,2939.716207,4758.038194,2335.782763,3698.339324,3227.591436,3647.470826,2670.453795,2315.605285,2813.128528,4298.67119,2722.099567,458.8785046,3129.3571,559.3486033,3227.296087,315.3337697,3024.4647,437.4233788,3227.296087,0.917019776,0.232046467,1,0.046070261,1,-0.09573881,1,0.278116728,1,0.182377917,1,-0.04966855,1,NA,NA,Stable
MI0001445,hsa-mir-423,hsa-miR-423-5p,chr17:30117095-30117117,+,Single miR only,hsa-miR-423-5p,2362.999628,2006.19468,2877.088983,4517.251693,2560.373664,2127.395109,3515.958109,7022.549837,2535.892778,4674.765644,4705.728354,4034.728625,2673.417822,2149.709016,3071.666933,4975.802719,2940.883746,555.0224755,3806.56918,1110.540979,3987.77885,508.0665798,3217.649123,615.7041124,3987.77885,0.75864633,0.341536525,1,0.171088514,1,-0.37139816,1,0.512625039,0.792515632,0.141226879,1,-0.200309646,1,NA,NA,Stable
MI0001446,hsa-mir-424,hsa-miR-424-5p,chrX:134546680-134546701,-,>20% RPMM,hsa-miR-424-5p,21.18782111,49.00252453,20.09523987,29.98298743,15.83917721,59.36025958,15.3620927,17.79313812,15.27978951,14.30608342,12.74988716,44.58724982,14.9548646,30.95187576,13.27512012,26.63965244,30.06714324,6.688528518,27.0886669,10.77004376,21.73075248,7.636622542,21.45537823,4.341979817,30.06714324,0.978328934,-0.211618215,1,-0.239311046,1,-0.029412724,1,-0.45092926,1,-0.480341985,1,-0.26872377,1,NA,NA,Stable
MI0001446,hsa-mir-424,hsa-miR-424-3p,chrX:134546644-134546664,-,Single miR only,hsa-miR-424-3p,49.38514696,55.82707703,29.34772442,95.68644754,36.51810301,46.3726011,30.28838134,78.442867,36.63467606,74.85405266,33.9996991,58.78169264,50.11900569,52.50248085,37.32267377,102.9259299,57.56159899,13.90260686,47.90548811,10.70403445,51.06753012,9.682135998,60.71752255,14.45880375,60.71752255,0.970837113,-0.209057471,1,0.093876178,1,0.220554842,1,-0.115181293,1,0.105373549,1,0.31443102,1,NA,NA,Stable
MI0001448,hsa-mir-425,hsa-miR-425-3p,chr3:49020159-49020180,-,<10% RPMM,hsa-miR-425-3p**,23.25881115,10.06901189,21.83008072,30.35314777,19.94563056,12.15511627,23.5334186,18.94108252,16.75254031,11.27145967,18.35983752,17.03333139,21.01764755,20.68279549,20.78317986,19.61647135,21.37776288,4.205039803,18.64381199,2.376876913,15.85429222,1.567298483,20.52502356,0.310870039,21.37776288,0.893973937,-0.121805464,1,-0.275438233,1,0.456175509,0.98237429,-0.397243698,1,0.058931811,1,0.180737276,1,NA,NA,Stable
MI0001448,hsa-mir-425,hsa-miR-425-5p,chr3:49020199-49020221,-,Single miR only,hsa-miR-425-5p,216.6574189,195.0031969,203.1209498,234.3114944,200.629578,192.483759,222.2600645,283.3509415,219.4398687,237.2786766,245.1378305,224.773177,207.3471768,180.359762,230.7912276,296.1844995,212.273265,8.597114267,224.6810858,20.54092703,231.6573882,5.845093067,228.6706665,24.75084026,231.6573882,0.992535394,0.102568001,1,0.015939807,1,-0.017392276,1,0.118507808,1,0.101115532,1,-0.001452469,1,NA,NA,Stable
MI0001519,hsa-mir-20b,hsa-miR-20b-5p,chrX:134169850-134169872,-,Single miR only,hsa-miR-20b-5p,0,0.11187791,0,0,0.146659048,0,0,0.382648132,0,0,0,0,0.13472851,0,0.21762492,0,0.027969477,0.027969477,0.132326795,0.090317471,0,0,0.088088357,0.053598929,0.132326795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0001641,hsa-mir-429,hsa-miR-429,chr1:1169055-1169076,+,Single miR only,hsa-miR-429,0.159306926,0,0,0,0,0.249762663,0.108951012,0,0,0,0.169998496,0.500980335,0,0,0,0,0.039826731,0.039826731,0.089678419,0.05921911,0.167744708,0.118084587,0,0,0.167744708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0001648,hsa-mir-449a,hsa-miR-449a,chr5:55170586-55170607,-,Single miR only,hsa-miR-449a,0.159306926,0.33563373,1.011990497,0.555240508,1.466590482,2.331118188,2.070069229,0.382648132,1.840938496,0.722529466,0.509995487,1.836927895,0.67364255,2.603428803,1.95862428,0.484357317,0.515542915,0.184234338,1.562606508,0.43297897,1.227597836,0.355611806,1.430013237,0.510122163,1.562606508,0.805676231,1.638330025,0.829612716,-0.170468192,1,0.007169802,1,1.467861834,1,1.475031635,1,-0.16329839,1,NA,NA,Stable
MI0001652,hsa-mir-450a-1,hsa-miR-450a-5p,chrX:134540393-134540414,-,Single miR only,hsa-miR-450a-5p,0,11.2996689,0,5.922565418,0,10.49003185,0,6.696342305,9.020598629,7.514306445,0,20.37320029,0,0,2.1762492,0,4.305558579,2.717351033,4.296593538,2.598700064,9.227026341,4.206653764,0.5440623,0.5440623,9.227026341,0.992535394,0.033185937,1,4.496773021,1,-3.836423291,1,4.529958958,1,0.693535667,1,0.66034973,1,NA,NA,Stable
MI0001652,hsa-mir-450a-1,hsa-miR-450a-1-3p,chrX:134540358-134540379,-,NA,hsa-miR-450a-1-3p,0,0,0,0,0,0.249762663,0,0.382648132,0,0,0,0,0,0,0.10881246,0,0,0,0.158102699,0.095225665,0,0,0.027203115,0.027203115,0.158102699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0001721,hsa-mir-431,hsa-miR-431-3p,chr14:100881069-100881090,+,>20% RPMM,hsa-miR-431-3p,2.548910811,13.31347128,23.99863179,31.64870895,4.10645335,16.31782732,24.73187973,27.74198955,4.970533938,17.34070718,23.28979389,30.72679388,6.871154006,27.62527229,40.04298527,33.42065488,17.87743071,6.34370065,18.22453749,5.290583145,19.08195722,5.442673432,26.99001661,7.169991177,26.99001661,0.027955258,0.153991619,1,0.043382603,1,0.571548952,0.311029307,0.197374222,1,0.768923175,0.025749148,0.614931556,0.182356218,DE,DE,DE
MI0001721,hsa-mir-431,hsa-miR-431-5p,chr14:100881026-100881046,+,Single miR only,hsa-miR-431-5p,12.4259402,46.20557678,65.63481224,122.8932324,14.37258673,48.87022773,70.49130478,115.5597358,14.35932027,54.18970994,90.43919961,137.1016184,15.89796417,86.92559502,109.7917721,173.1577409,61.78989041,23.14460384,62.32346375,21.176029,74.02246204,26.14306437,96.44326805,32.45692656,96.44326805,0.000660531,0.098142208,1,0.157888844,1,0.412920703,0.239364827,0.256031052,1,0.668951754,0.000894554,0.570809547,0.009398875,DE,DE,DE
MI0001723,hsa-mir-433,hsa-miR-433-5p,chr14:100881897-100881918,+,<10% RPMM,hsa-miR-433-5p**,0.318613851,0.671267459,0.867420426,2.77620254,0,1.332067536,1.525314168,0.765296263,0.736375398,0.43351768,0.849992478,2.838888565,0,0.867809601,1.41456198,2.179607927,1.158376069,0.551096865,0.905669492,0.34226168,1.21469353,0.548485818,1.115494877,0.458934866,1.21469353,NA,-0.110569301,1,0.341830338,1,-0.335030524,1,0.231261037,1,-0.103769486,1,0.006799814,1,NA,NA,Stable
MI0001723,hsa-mir-433,hsa-miR-433-3p,chr14:100881949-100881970,+,Single miR only,hsa-miR-433-3p,5.097821621,16.44605275,28.04659378,43.49383979,3.813135254,18.81545395,27.01985098,49.93558119,4.786440089,34.24789668,38.58965848,34.73463656,3.233484238,17.35619202,28.72648944,49.16226769,23.27107699,8.208805549,24.89600534,9.630470719,28.08965795,7.828205514,24.61960835,9.701082935,28.08965795,0.971166466,0.04691875,1,0.280822389,1,-0.348085281,1,0.327741139,1,-0.020344142,1,-0.067262892,1,NA,NA,Stable
MI0001725,hsa-mir-329-1,hsa-miR-329-5p,chr14:101026797-101026819,+,NA,hsa-miR-329-5p,0.159306926,0,0.144570071,0.925400847,0,0.416271105,1.416363156,2.104564724,0,0.578023573,0.509995487,0.33398689,0,0.578539734,0.76168722,0.484357317,0.307319461,0.209138097,0.984299746,0.477246874,0.355501487,0.129173223,0.456146068,0.162583495,0.984299746,NA,1.565912783,1,-1.085786449,1,0.309378664,1,0.480126334,1,0.789504998,1,-0.776407785,1,NA,NA,Stable
MI0001725,hsa-mir-329-1,hsa-miR-329-3p,chr14:101026834-101026855,+,Single miR only,hsa-miR-329-3p,3.026831588,0,5.927372912,12.58545151,0.733295241,3.663185724,11.33090525,4.783101646,1.104563097,4.913200368,19.37982849,3.67385579,0.943099569,3.181968536,7.725684659,4.843573172,5.384914003,2.687933742,5.127621966,2.237075819,7.267861936,4.114479489,4.173581484,1.428450077,7.267861936,0.995233312,-0.318417872,1,0.376253334,1,-0.5464936,1,0.057835462,1,-0.488658138,1,-0.170240266,1,NA,NA,Stable
MI0001726,hsa-mir-329-2,hsa-miR-329-5p,chr14:101027114-101027136,+,NA,hsa-miR-329-5p,0.159306926,0.11187791,0.433710213,0,0.146659048,0.416271105,0.54475506,0.956620329,0,1.011541252,0.509995487,0.500980335,0.26945702,0.4339048,0.21762492,0.484357317,0.176223762,0.092096261,0.516076386,0.168654404,0.505629268,0.20648821,0.351336014,0.063962944,0.516076386,NA,1.431208565,1,-0.08108428,1,-0.364314068,1,1.350124285,1,0.985810217,1,-0.445398348,1,NA,NA,Stable
MI0001726,hsa-mir-329-2,hsa-miR-329-3p,chr14:101027151-101027172,+,Single miR only,hsa-miR-329-3p,1.593069257,8.390843241,21.10723037,0,0.879954289,4.16271105,11.98461132,7.652962634,1.104563097,4.624188581,16.82985106,2.33790823,0.67364255,3.76050827,6.855184979,4.601394513,7.772785716,4.802729281,6.170059824,2.380873011,6.224127741,3.609637754,3.972682578,1.279087625,7.772785716,0.992535394,-0.002552481,1,-0.323186632,1,-0.276719163,1,-0.325739112,1,-0.602458275,1,-0.599905795,1,NA,NA,Stable
MI0001729,hsa-mir-451a,hsa-miR-451a,chr17:28861403-28861424,-,Single miR only,hsa-miR-451a,0.637227703,0,0.289140142,0.185080169,0,0,0.217902024,0.191324066,0,0,0,0.166993445,0.13472851,0.144634933,0.10881246,1.210893293,0.277862004,0.133880128,0.102306522,0.059315324,0.041748361,0.041748361,0.399767299,0.270480773,0.399767299,NA,-1.520812125,NA,-0.806166054,1,2.493171428,1,-2.326978179,NA,0.166193249,1,1.687005374,NA,NA,NA,Stable
MI0001733,hsa-mir-452,hsa-miR-452-3p,chrX:151959634-151959655,-,<10% RPMM,hsa-miR-452-3p**,3.982673142,9.957133979,7.951353906,4.997164572,3.373158109,12.57138737,6.646011734,2.487212856,3.681876991,3.468141436,5.439951856,4.508823015,5.928054437,9.835175476,6.963997439,4.359215855,6.7220814,1.367978184,6.269442518,2.283090703,4.274698325,0.44857193,6.771610802,1.15302782,6.771610802,0.950666237,-0.152123456,1,-0.405302726,1,0.617150226,1,-0.557426182,1,0.059724043,1,0.211847499,1,NA,NA,Stable
MI0001733,hsa-mir-452,hsa-miR-452-5p,chrX:151959678-151959699,-,Single miR only,hsa-miR-452-5p,43.80940456,93.08242102,63.17712103,56.26437148,47.81084972,107.9807246,66.78697037,39.41275757,55.78043642,53.90069815,55.24951104,65.46143044,51.06210526,85.04534088,73.23078557,68.05220306,64.08332952,10.46397256,65.49782558,15.27448443,57.59801901,2.650825611,69.34760869,7.056531076,69.34760869,0.992535394,0.03846937,1,-0.1236932,1,0.240003242,1,-0.08522383,1,0.154779412,1,0.116310042,1,NA,NA,Stable
MI0001735,hsa-mir-409,hsa-miR-409-5p,chr14:101065314-101065336,+,<10% RPMM,hsa-miR-409-5p**,29.7903951,124.2963579,145.4374914,64.40789893,14.51924577,181.9104729,169.7456767,99.67983831,16.20025876,121.0959385,118.3189529,77.31796504,10.50882377,180.2151271,268.1139014,140.9479793,90.98303583,26.65495942,116.4638084,38.51040865,83.23327879,24.48299109,149.9464579,53.54403442,149.9464579,0.917019776,0.072523235,1,-0.391043753,1,0.639673076,0.905874565,-0.318520518,1,0.321152557,1,0.248629322,1,NA,NA,Stable
MI0001735,hsa-mir-409,hsa-miR-409-3p,chr14:101065346-101065367,+,Single miR only,hsa-miR-409-3p,334.5445439,1276.07944,1899.217023,2502.098809,370.3140968,1247.481248,2122.910469,2987.333964,382.9152071,2351.977917,3015.77331,2526.777816,389.9043077,1428.993143,2389.412809,3433.8512,1502.984954,462.9585522,1682.009944,563.2957523,2069.361063,579.4320595,1910.540365,651.537698,2069.361063,0.563248753,0.174774123,1,0.27788496,1,-0.143397392,1,0.452659083,0.396753533,0.30926169,1,0.134487567,1,NA,NA,Stable
MI0002464,hsa-mir-412,hsa-miR-412-3p,chr14:101065500-101065522,+,<10% RPMM,hsa-miR-412-3p**,0.159306926,0.559389549,1.44570071,0.740320677,0.293318096,0.333016884,1.525314168,1.339268461,0.18409385,1.011541252,1.869983451,1.66993445,0.26945702,1.012444534,1.0881246,0.484357317,0.726179466,0.268805095,0.872729402,0.325388567,1.183888251,0.380379182,0.713595868,0.199873278,1.183888251,NA,0.256028811,1,0.445489155,1,-0.530354681,1,0.701517966,1,0.171163285,1,-0.084865526,1,NA,NA,Stable
MI0002464,hsa-mir-412,hsa-miR-412-5p,chr14:101065465-101065487,+,Single miR only,hsa-miR-412-5p,5.416435472,11.41154681,22.84207122,4.812084402,4.253112398,14.06996335,26.36614491,4.59177758,4.602346239,18.49675433,33.31970512,6.34575091,5.523868907,19.38108109,29.81461404,3.874858537,11.12053448,4.181431171,12.32024956,5.205419097,15.69113915,6.639122835,14.64860564,6.135542502,15.69113915,0.847045307,0.102410766,1,0.296520306,1,-0.048145313,1,0.398931072,1,0.35078576,1,0.248374994,1,NA,NA,Stable
MI0002465,hsa-mir-410,hsa-miR-410-5p,chr14:101065925-101065945,+,<1% RPMM,hsa-miR-410-5p***,0,0.447511639,1.44570071,0,0,1.248813315,0.435804048,1.530592527,0,1.589564825,1.189989469,1.66993445,0.13472851,0.578539734,0.76168722,1.69525061,0.473303087,0.34086336,0.803802473,0.35446905,1.112372186,0.385355336,0.792551518,0.32842432,1.112372186,NA,0.664561546,1,0.439969076,1,-0.340892892,1,1.104530622,1,0.76363773,1,0.099076184,1,NA,NA,Stable
MI0002465,hsa-mir-410,hsa-miR-410-3p,chr14:101065961-101065981,+,Single miR only,hsa-miR-410-3p,99.40752161,473.6910704,641.7465452,617.612525,103.2479699,486.5376676,585.9385427,584.112373,113.769999,475.8579062,595.5047298,682.3352163,116.1359756,524.8801736,635.5735788,635.4768001,458.1144156,125.1910786,439.9591383,114.613158,466.8669628,125.0774914,478.016632,123.4138353,478.016632,0.986346122,0.000146112,1,0.042540097,1,0.069212361,1,0.042686209,1,0.11189857,1,0.111752458,1,NA,NA,Stable
MI0002466,hsa-mir-376b,hsa-miR-376b-3p,chr14:101040497-101040518,+,Single miR only,hsa-miR-376b-3p,0,4.810750125,3.180541562,5.737485249,0.146659048,7.40962567,1.961118217,1.339268461,0.18409385,1.011541252,1.699984955,8.34967225,0.67364255,7.521016541,5.331810539,2.421786586,3.432194234,1.26022714,2.714167849,1.609784087,2.811323077,1.871940437,3.987064054,1.520033413,3.987064054,0.986346122,-0.236264423,1,0.059232634,1,0.914864766,1,-0.177031789,1,0.737832977,1,0.9740974,1,NA,NA,Stable
MI0002466,hsa-mir-376b,hsa-miR-376b-5p,chr14:101040459-101040480,+,>20% RPMM,hsa-miR-376b-5p,0.318613851,0.22375582,0,0,0,0.333016884,0.108951012,0,0,0.144505893,0,0,0,0,0.10881246,0,0.135592418,0.08064337,0.110491974,0.078494513,0.036126473,0.036126473,0.027203115,0.027203115,0.135592418,NA,-0.489507834,NA,-0.900700373,1,0.067548404,1,-1.390208207,NA,-1.322659803,NA,-0.833151969,NA,NA,NA,Stable
MI0002467,hsa-mir-483,hsa-miR-483-3p,chr11:2134142-2134162,-,NA,hsa-miR-483-3p,0,0,0.144570071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036142518,0.036142518,0,0,0,0,0,0,0.036142518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0002467,hsa-mir-483,hsa-miR-483-5p,chr11:2134181-2134202,-,Single miR only,hsa-miR-483-5p,0,0,0,0.185080169,0,0,0,0.191324066,0,0,0,0.166993445,0,0,0,0,0.046270042,0.046270042,0.047831016,0.047831016,0.041748361,0.041748361,0,0,0.047831016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0002468,hsa-mir-484,hsa-miR-484,chr16:15643301-15643322,+,Single miR only,hsa-miR-484,191.4869246,283.1629899,222.4933393,277.4351738,208.8424847,325.4407499,240.7817366,279.3331361,228.0922796,274.561197,228.6479765,283.3878762,318.0940119,312.989996,249.5069707,287.2238891,243.6446069,22.1195708,263.5995268,25.15099162,253.6723323,14.71936281,291.953717,15.67890726,291.953717,0.593990071,0.145816112,1,-0.092465163,1,0.238982742,0.905874565,0.053350949,1,0.292333691,0.571466049,0.146517579,1,NA,NA,Stable
MI0002469,hsa-mir-485,hsa-miR-485-3p,chr14:101055464-101055485,+,>20% RPMM,hsa-miR-485-3p,10.35495017,14.43225037,32.38369591,24.80074269,4.546430495,18.14942018,38.24180522,50.70087745,8.46831708,36.55999097,81.25928086,35.40261034,4.715497847,19.23644615,32.97017538,49.16226769,20.49290978,4.995481597,27.90963334,10.27657365,40.42254981,15.07987275,26.52109677,9.498962727,40.42254981,0.728163779,0.136193187,1,0.581490643,1,-0.641802392,0.975440193,0.71768383,0.813218975,0.075881438,1,-0.060311749,1,NA,NA,Stable
MI0002469,hsa-mir-485,hsa-miR-485-5p,chr14:101055427-101055448,+,Single miR only,hsa-miR-485-5p,7.168811655,44.52740813,52.47893578,98.09248974,9.239520038,37.88067056,64.49899912,145.0236419,8.100129381,80.92330017,76.15932599,93.34933576,8.083710596,37.02654297,64.09053893,119.3940787,50.56691133,18.66861693,64.16070791,29.22029229,64.63302283,19.18945776,57.14871779,23.69062875,64.63302283,0.955635318,0.304098274,1,0.113794312,1,-0.275120159,1,0.417892586,1,0.142772427,1,-0.161325847,1,NA,NA,Stable
MI0002470,hsa-mir-486-1,hsa-miR-486-5p,chr8:41660484-41660505,-,>20% RPMM,hsa-miR-486-5p,49.38514696,53.03012928,137.6307076,349.2462795,49.42409925,51.53436281,160.0490367,478.3101646,48.78487014,102.0211606,219.4680577,292.9065025,50.52319122,67.8337838,182.3696829,427.9296897,147.3230658,70.32657148,184.8294158,101.1793737,165.7951477,55.37493739,182.1640869,86.98731585,184.8294158,0.970837113,0.213228282,1,0.147348494,1,-0.077874914,1,0.360576776,1,0.282701863,1,0.069473581,1,NA,NA,Stable
MI0002470,hsa-mir-486-1,hsa-miR-486-3p,chr8:41660443-41660463,-,Single miR only,hsa-miR-486-3p,49.86306773,61.30909461,141.1003893,360.3510897,48.83746306,49.70276994,174.1037172,489.2156364,52.28265328,102.8881959,231.7079494,295.9123846,52.9483044,62.33765633,192.9244916,439.796444,153.1559103,71.98404153,190.4648967,103.8396195,170.6977958,56.28885317,187.0017241,90.11645184,190.4648967,0.978328934,0.163249273,1,0.172653911,1,-0.110657699,1,0.335903184,1,0.225245485,1,0.061996212,1,NA,NA,Stable
MI0002471,hsa-mir-487a,hsa-miR-487a-5p,chr14:101052458-101052479,+,<20% RPMM,hsa-miR-487a-5p*,0.955841554,2.573191927,1.879410923,3.516523217,0.293318096,0.83254221,1.307412144,2.678536922,0,2.601106077,4.759957874,1.00196067,0.53891404,1.446349335,2.1762492,2.663965244,2.231241905,0.541549395,1.277952343,0.510751067,2.090756155,1.038501796,1.706369455,0.462631898,2.231241905,0.978328934,-0.983998924,1,0.614125462,1,-0.110082906,1,-0.369873463,1,-0.479956369,1,0.504042556,1,NA,NA,Stable
