"geneID","AnchorGene","CAT_geneClassII","pairs","mid.x","mid.y","AbsDistLnc_PCG","DistLnc_PCG"
"ENSG00000196967.6","CATG00000040873.1","coding_mRNA","CATG00000040873.1-ENSG00000196967.6",37317665.5,37172699.5,144.966,144.966
"ENSG00000197050.6","CATG00000040873.1","coding_mRNA","CATG00000040873.1-ENSG00000197050.6",37317665.5,37078446,239.2195,239.2195
"ENSG00000245680.5","CATG00000040873.1","coding_mRNA","CATG00000040873.1-ENSG00000245680.5",37317665.5,37210523,107.1425,107.1425
"ENSG00000267360.2","CATG00000040873.1","coding_mRNA","CATG00000040873.1-ENSG00000267360.2",37317665.5,37210523,107.1425,107.1425
"CATG00000040955.1","CATG00000040952.1","coding_mRNA","CATG00000040952.1-CATG00000040955.1",39398384.5,39406708.5,8.324,-8.324
"ENSG00000006712.10","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000006712.10",39398384.5,39391152.5,7.232,7.232
"ENSG00000063322.9","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000063322.9",39398384.5,39391397.5,6.987,6.987
"ENSG00000090924.10","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000090924.10",39398384.5,39412569,14.1845,-14.1845
"ENSG00000105193.4","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000105193.4",39398384.5,39435945,37.5605,-37.5605
"ENSG00000105197.6","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000105197.6",39398384.5,39480844.5,82.46,-82.46
"ENSG00000128016.4","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000128016.4",39398384.5,39406846,8.4615,-8.4615
"ENSG00000130755.8","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000130755.8",39398384.5,39336039.5,62.345,62.345
"ENSG00000176396.9","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000176396.9",39398384.5,39540156.5,141.772,-141.772
"ENSG00000176401.5","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000176401.5",39398384.5,39532834,134.4495,-134.4495
"ENSG00000179134.10","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000179134.10",39398384.5,39342435.5,55.949,55.949
"ENSG00000182393.2","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000182393.2",39398384.5,39296406,101.9785,101.9785
"ENSG00000196235.9","CATG00000040952.1","coding_mRNA","CATG00000040952.1-ENSG00000196235.9",39398384.5,39445593.5,47.209,-47.209
"CATG00000040955.1","CATG00000040957.1","coding_mRNA","CATG00000040957.1-CATG00000040955.1",39445488,39406708.5,38.7795,38.7795
"ENSG00000006712.10","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000006712.10",39445488,39391152.5,54.3355,54.3355
"ENSG00000063322.9","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000063322.9",39445488,39391397.5,54.0905,54.0905
"ENSG00000090924.10","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000090924.10",39445488,39412680,32.808,32.808
"ENSG00000105193.4","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000105193.4",39445488,39435945,9.543,9.543
"ENSG00000105197.6","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000105197.6",39445488,39480844.5,35.3565,-35.3565
"ENSG00000128016.4","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000128016.4",39445488,39406846,38.642,38.642
"ENSG00000130755.8","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000130755.8",39445488,39336039.5,109.4485,109.4485
"ENSG00000176396.9","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000176396.9",39445488,39540156.5,94.6685,-94.6685
"ENSG00000176401.5","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000176401.5",39445488,39532834,87.346,-87.346
"ENSG00000179134.10","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000179134.10",39445488,39342435.5,103.0525,103.0525
"ENSG00000182393.2","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000182393.2",39445488,39296406,149.082,149.082
"ENSG00000196235.9","CATG00000040957.1","coding_mRNA","CATG00000040957.1-ENSG00000196235.9",39445488,39445593.5,0.1055,-0.1055
"ENSG00000013275.3","CATG00000040971.1","coding_mRNA","CATG00000040971.1-ENSG00000013275.3",39980326.5,39971180.5,9.146,9.146
"ENSG00000090920.9","CATG00000040971.1","coding_mRNA","CATG00000040971.1-ENSG00000090920.9",39980326.5,39934996,45.3305,45.3305
"ENSG00000105202.3","CATG00000040971.1","coding_mRNA","CATG00000040971.1-ENSG00000105202.3",39980326.5,39846361,133.9655,133.9655
"ENSG00000105204.9","CATG00000040971.1","coding_mRNA","CATG00000040971.1-ENSG00000105204.9",39980326.5,39834152,146.1745,146.1745
"ENSG00000128000.11","CATG00000040971.1","coding_mRNA","CATG00000040971.1-ENSG00000128000.11",39981288,40056201,74.913,-74.913
"ENSG00000130758.3","CATG00000040971.1","coding_mRNA","CATG00000040971.1-ENSG00000130758.3",39981288,40191425.5,210.1375,-210.1375
"ENSG00000187187.9","CATG00000040971.1","coding_mRNA","CATG00000040971.1-ENSG00000187187.9",39981288,39997056,15.768,-15.768
"ENSG00000197782.10","CATG00000040971.1","coding_mRNA","CATG00000040971.1-ENSG00000197782.10",39981288,40090900.5,109.6125,-109.6125
"CATG00000041150.1","CATG00000041149.1","coding_mRNA","CATG00000041149.1-CATG00000041150.1",44748380,44759765,11.385,-11.385
"ENSG00000069399.8","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000069399.8",44748380,44748718,0.338,-0.338
"ENSG00000073008.10","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000073008.10",44747359,44643883.5,103.4755,103.4755
"ENSG00000104853.11","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000104853.11",44748380,44944066,195.686,-195.686
"ENSG00000130202.5","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000130202.5",44748380,44846326,97.946,-97.946
"ENSG00000130203.5","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000130203.5",44748380,44905795,157.415,-157.415
"ENSG00000130204.8","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000130204.8",44748380,44891265,142.885,-142.885
"ENSG00000130208.5","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000130208.5",44748380,44914815,166.435,-166.435
"ENSG00000167384.6","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000167384.6",44747359,44500517,246.842,246.842
"ENSG00000187244.6","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000187244.6",44748380,44809064.5,60.6845,-60.6845
"ENSG00000224916.4","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000224916.4",44748380,44944066,195.686,-195.686
"ENSG00000234906.4","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000234906.4",44748380,44946025,197.645,-197.645
"ENSG00000267114.1","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000267114.1",44748380,44954931,206.551,-206.551
"ENSG00000267467.2","CATG00000041149.1","coding_mRNA","CATG00000041149.1-ENSG00000267467.2",44748380,44926803,178.423,-178.423
"ENSG00000024422.7","CATG00000041236.1","coding_mRNA","CATG00000041236.1-ENSG00000024422.7",47608630.5,47713420.5,104.79,-104.79
"ENSG00000063169.6","CATG00000041236.1","coding_mRNA","CATG00000041236.1-ENSG00000063169.6",47608630.5,47609132.5,0.502,-0.502
"ENSG00000105373.14","CATG00000041236.1","coding_mRNA","CATG00000041236.1-ENSG00000105373.14",47608630.5,47745543,136.9125,-136.9125
"ENSG00000105402.3","CATG00000041236.1","coding_mRNA","CATG00000041236.1-ENSG00000105402.3",47608630.5,47515024,93.6065,93.6065
"ENSG00000118162.9","CATG00000041236.1","coding_mRNA","CATG00000041236.1-ENSG00000118162.9",47608630.5,47484265.5,124.365,124.365
"ENSG00000178980.10","CATG00000041236.1","coding_mRNA","CATG00000041236.1-ENSG00000178980.10",47608630.5,47778703.5,170.073,-170.073
"CATG00000041270.1","CATG00000041277.1","coding_mRNA","CATG00000041277.1-CATG00000041270.1",48962451.5,48823022,139.4295,139.4295
"CATG00000041274.1","CATG00000041277.1","coding_mRNA","CATG00000041277.1-CATG00000041274.1",48962451.5,48933806,28.6455,28.6455
"ENSG00000087074.7","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000087074.7",48962451.5,48872420,90.0315,90.0315
"ENSG00000087076.4","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000087076.4",48962451.5,48836506.5,125.945,125.945
"ENSG00000087086.9","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000087086.9",48962451.5,48965308.5,2.857,-2.857
"ENSG00000087088.15","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000087088.15",48962451.5,48954883,7.5685,7.5685
"ENSG00000104804.3","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000104804.3",48962451.5,48875890.5,86.561,86.561
"ENSG00000104805.11","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000104805.11",48962451.5,48900331.5,62.12,62.12
"ENSG00000104808.3","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000104808.3",48962451.5,48933697,28.7545,28.7545
"ENSG00000104812.10","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000104812.10",48962451.5,48965417.5,2.966,-2.966
"ENSG00000104852.10","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000104852.10",48962451.5,49085448.5,122.997,-122.997
"ENSG00000104863.7","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000104863.7",48962451.5,49114377,151.9255,-151.9255
"ENSG00000105552.10","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000105552.10",48962451.5,48811027,151.4245,151.4245
"ENSG00000105559.7","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000105559.7",48962451.5,48868542.5,93.909,93.909
"ENSG00000130529.11","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000130529.11",48962451.5,49157800.5,195.349,-195.349
"ENSG00000176909.7","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000176909.7",48962451.5,48714459.5,247.992,247.992
"ENSG00000177380.9","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000177380.9",48962451.5,49128581.5,166.13,-166.13
"ENSG00000183207.8","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000183207.8",48962451.5,48993886,31.4345,-31.4345
"ENSG00000221916.2","CATG00000041277.1","coding_mRNA","CATG00000041277.1-ENSG00000221916.2",48962451.5,49115047,152.5955,-152.5955
"ENSG00000062822.8","CATG00000041314.1","coding_mRNA","CATG00000041314.1-ENSG00000062822.8",50431696,50384345.5,47.3505,47.3505
"ENSG00000131398.9","CATG00000041314.1","coding_mRNA","CATG00000041314.1-ENSG00000131398.9",50431696,50329061,102.635,102.635
"ENSG00000131408.9","CATG00000041314.1","coding_mRNA","CATG00000041314.1-ENSG00000131408.9",50431696,50376483.5,55.2125,55.2125
"ENSG00000161671.12","CATG00000041314.1","coding_mRNA","CATG00000041314.1-ENSG00000161671.12",50431696,50476520.5,44.8245,-44.8245
"ENSG00000161677.7","CATG00000041314.1","coding_mRNA","CATG00000041314.1-ENSG00000161677.7",50431696,50511186,79.49,-79.49
"ENSG00000269404.2","CATG00000041314.1","coding_mRNA","CATG00000041314.1-ENSG00000269404.2",50431696,50418939,12.757,12.757
"ENSG00000105374.5","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000105374.5",51127837.5,51372681,244.8435,-244.8435
"ENSG00000105379.5","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000105379.5",51127837.5,51366367.5,238.53,-238.53
"ENSG00000105383.10","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000105383.10",51127837.5,51211091,83.2535,-83.2535
"ENSG00000129450.4","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000129450.4",51127837.5,51125098,2.7395,2.7395
"ENSG00000129451.7","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000129451.7",51127837.5,51019708,108.1295,108.1295
"ENSG00000142544.6","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000142544.6",51127837.5,51108396.5,19.441,19.441
"ENSG00000142549.9","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000142549.9",51127837.5,51326755.5,198.918,-198.918
"ENSG00000160318.2","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000160318.2",51127837.5,51368032.5,240.195,-240.195
"ENSG00000167749.7","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000167749.7",51127837.5,50909380,218.4575,218.4575
"ENSG00000167759.8","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000167759.8",51127837.5,51065679.5,62.158,62.158
"ENSG00000168995.9","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000168995.9",51127837.5,51142508,14.6705,-14.6705
"ENSG00000186806.5","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000186806.5",51127837.5,51339764,211.9265,-211.9265
"ENSG00000269403.1","CATG00000041336.1","coding_mRNA","CATG00000041336.1-ENSG00000269403.1",51127837.5,51368032.5,240.195,-240.195
"ENSG00000105568.13","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000105568.13",52189622.5,52190044.5,0.422,-0.422
"ENSG00000142556.14","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000142556.14",52189622.5,52028390,161.2325,161.2325
"ENSG00000167554.10","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000167554.10",52189622.5,52336291,146.6685,-146.6685
"ENSG00000167555.9","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000167555.9",52189622.5,52397861.5,208.239,-208.239
"ENSG00000196214.6","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000196214.6",52189622.5,52269594,79.9715,-79.9715
"ENSG00000196267.8","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000196267.8",52189622.5,52171662,17.9605,17.9605
"ENSG00000197608.7","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000197608.7",52189622.5,52095739.5,93.883,93.883
"ENSG00000197619.9","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000197619.9",52189622.5,52008211,181.4115,181.4115
"ENSG00000198093.6","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000198093.6",52189622.5,52028390,161.2325,161.2325
"ENSG00000198464.9","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000198464.9",52189622.5,52269594,79.9715,-79.9715
"ENSG00000198482.6","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000198482.6",52189622.5,52297179.5,107.557,-107.557
"ENSG00000204611.2","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000204611.2",52189622.5,52139931.5,49.691,49.691
"ENSG00000221923.4","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000221923.4",52189622.5,52369934.5,180.312,-180.312
"ENSG00000256087.2","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000256087.2",52189622.5,52095739.5,93.883,93.883
"ENSG00000256683.2","CATG00000041366.1","coding_mRNA","CATG00000041366.1-ENSG00000256683.2",52189622.5,52008211,181.4115,181.4115
"CATG00000039813.1","CATG00000041413.1","coding_mRNA","CATG00000041413.1-CATG00000039813.1",54271734,54160079.5,111.6545,111.6545
"ENSG00000088038.13","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000088038.13",54271734,54137764.5,133.9695,133.9695
"ENSG00000105609.12","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000105609.12",54271734,54257250.5,14.4835,14.4835
"ENSG00000105617.3","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000105617.3",54271734,54159712.5,112.0215,112.0215
"ENSG00000105618.9","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000105618.9",54271734,54115762,155.972,155.972
"ENSG00000105619.9","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000105619.9",54271734,54115646.5,156.0875,156.0875
"ENSG00000125505.12","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000125505.12",54271734,54189595.5,82.1385,82.1385
"ENSG00000131042.9","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000131042.9",54271734,54281099.5,9.3655,-9.3655
"ENSG00000167608.7","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000167608.7",54271734,54168617.5,103.1165,103.1165
"ENSG00000167613.11","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000167613.11",54271734,54364933.5,93.1995,-93.1995
"ENSG00000167615.12","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000167615.12",54271734,54449213.5,177.4795,-177.4795
"ENSG00000167617.2","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000167617.2",54271734,54473262,201.528,-201.528
"ENSG00000167618.5","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000167618.5",54271734,54502887,231.153,-231.153
"ENSG00000170866.7","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000170866.7",54271734,54312636,40.902,-40.902
"ENSG00000170889.9","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000170889.9",54271734,54200860.5,70.8735,70.8735
"ENSG00000170892.6","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000170892.6",54271734,54191287.5,80.4465,80.4465
"ENSG00000170906.11","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000170906.11",54271734,54102856,168.878,168.878
"ENSG00000170909.9","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000170909.9",54271734,54100817,170.917,170.917
"ENSG00000182909.5","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000182909.5",54271734,54463776.5,192.0425,-192.0425
"ENSG00000187116.9","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000187116.9",54271734,54312636,40.902,-40.902
"ENSG00000189068.5","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000189068.5",54271734,54063939,207.795,207.795
"ENSG00000204577.7","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000204577.7",54271734,54257250.5,14.4835,14.4835
"ENSG00000244482.5","CATG00000041413.1","coding_mRNA","CATG00000041413.1-ENSG00000244482.5",54271734,54281099.5,9.3655,-9.3655
"ENSG00000104972.10","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000104972.10",54668142,54630484.5,37.6575,37.6575
"ENSG00000104974.6","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000104974.6",54668142,54593646,74.496,74.496
"ENSG00000167615.12","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000167615.12",54668142,54449213.5,218.9285,218.9285
"ENSG00000167617.2","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000167617.2",54668142,54473262,194.88,194.88
"ENSG00000167618.5","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000167618.5",54668142,54502887,165.255,165.255
"ENSG00000167633.12","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000167633.12",54668142,54793055.5,124.9135,-124.9135
"ENSG00000182909.5","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000182909.5",54668142,54463776.5,204.3655,204.3655
"ENSG00000186431.14","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000186431.14",54668142,54874244,206.102,-206.102
"ENSG00000186818.8","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000186818.8",54668142,54662979,5.163,5.163
"ENSG00000189013.10","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000189013.10",54668142,54793055.5,124.9135,-124.9135
"ENSG00000189430.8","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000189430.8",54668142,54906152.5,238.0105,-238.0105
"ENSG00000239998.1","CATG00000041423.1","coding_mRNA","CATG00000041423.1-ENSG00000239998.1",54668142,54573801,94.341,94.341
"ENSG00000018869.12","CATG00000041478.1","coding_mRNA","CATG00000041478.1-ENSG00000018869.12",56404006,56393592.5,10.4135,10.4135
"ENSG00000131848.5","CATG00000041478.1","coding_mRNA","CATG00000041478.1-ENSG00000131848.5",56404006,56314855.5,89.1505,89.1505
"ENSG00000196263.3","CATG00000041478.1","coding_mRNA","CATG00000041478.1-ENSG00000196263.3",56404006,56507864,103.858,-103.858
"ENSG00000196867.3","CATG00000041478.1","coding_mRNA","CATG00000041478.1-ENSG00000196867.3",56404006,56538971,134.965,-134.965
"ENSG00000197016.7","CATG00000041478.1","coding_mRNA","CATG00000041478.1-ENSG00000197016.7",56404006,56567028,163.022,-163.022
"ENSG00000197951.4","CATG00000041478.1","coding_mRNA","CATG00000041478.1-ENSG00000197951.4",56404006,56595299,191.293,-191.293
"ENSG00000198440.5","CATG00000041478.1","coding_mRNA","CATG00000041478.1-ENSG00000198440.5",56404006,56404331.5,0.3255,-0.3255
"ENSG00000267710.1","CATG00000041478.1","coding_mRNA","CATG00000041478.1-ENSG00000267710.1",56404006,56302033,101.973,101.973
"ENSG00000117020.12","CATG00000041486.1","coding_mRNA","CATG00000041486.1-ENSG00000117020.12",243850410,243850270,0.14,0.14
"ENSG00000179456.9","CATG00000041486.1","coding_mRNA","CATG00000041486.1-ENSG00000179456.9",243850410,244048690,198.28,-198.28
"CATG00000041525.1","CATG00000041529.1","coding_mRNA","CATG00000041529.1-CATG00000041525.1",58326909.5,58183740,143.1695,143.1695
"ENSG00000083807.5","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000083807.5",58327243,58519795.5,192.5525,-192.5525
"ENSG00000083812.7","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000083812.7",58327243,58451621,124.378,-124.378
"ENSG00000083838.11","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000083838.11",58327243,58451621,124.378,-124.378
"ENSG00000083842.8","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000083842.8",58326909.5,58278970.5,47.939,47.939
"ENSG00000083845.4","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000083845.4",58327243,58387271.5,60.0285,-60.0285
"ENSG00000099326.4","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000099326.4",58327243,58573317.5,246.0745,-246.0745
"ENSG00000119574.8","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000119574.8",58327243,58519795.5,192.5525,-192.5525
"ENSG00000121410.7","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000121410.7",58327243,58347623,20.38,-20.38
"ENSG00000121413.8","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000121413.8",58326909.5,58098236,228.6735,228.6735
"ENSG00000130724.4","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000130724.4",58327243,58554991.5,227.7485,-227.7485
"ENSG00000130725.3","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000130725.3",58327243,58558594,231.351,-231.351
"ENSG00000130726.7","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000130726.7",58327243,58544458,217.215,-217.215
"ENSG00000131849.10","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000131849.10",58327243,58440151,112.908,-112.908
"ENSG00000152475.6","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000152475.6",58327243,58381030.5,53.7875,-53.7875
"ENSG00000171574.13","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000171574.13",58327243,58408662,81.419,-81.419
"ENSG00000171606.13","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000171606.13",58326909.5,58183404.5,143.505,143.505
"ENSG00000181894.10","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000181894.10",58326909.5,58155093,171.8165,171.8165
"ENSG00000182318.5","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000182318.5",58326909.5,58327038.5,0.129,-0.129
"ENSG00000198131.9","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000198131.9",58326909.5,58228916,97.9935,97.9935
"ENSG00000249471.3","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000249471.3",58327243,58451621,124.378,-124.378
"ENSG00000267216.1","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000267216.1",58326909.5,58278970.5,47.939,47.939
"ENSG00000269545.1","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000269545.1",58326909.5,58228916,97.9935,97.9935
"ENSG00000273439.1","CATG00000041529.1","coding_mRNA","CATG00000041529.1-ENSG00000273439.1",58326909.5,58278970.5,47.939,47.939
"ENSG00000134313.10","CATG00000041742.1","coding_mRNA","CATG00000041742.1-ENSG00000134313.10",9004084,8837610,166.474,166.474
"ENSG00000143797.7","CATG00000041742.1","coding_mRNA","CATG00000041742.1-ENSG00000143797.7",9004084,9003707.5,0.3765,0.3765
"ENSG00000151693.5","CATG00000041742.1","coding_mRNA","CATG00000041742.1-ENSG00000151693.5",9004084,9206791.5,202.7075,-202.7075
"ENSG00000115750.12","CATG00000041775.1","coding_mRNA","CATG00000041775.1-ENSG00000115750.12",9738813.5,9843469.5,104.656,-104.656
"ENSG00000134308.9","CATG00000041775.1","coding_mRNA","CATG00000041775.1-ENSG00000134308.9",9738813.5,9630994,107.8195,107.8195
"ENSG00000134317.13","CATG00000041775.1","coding_mRNA","CATG00000041775.1-ENSG00000134317.13",9738813.5,9951711,212.8975,-212.8975
"ENSG00000151694.8","CATG00000041775.1","coding_mRNA","CATG00000041775.1-ENSG00000151694.8",9738813.5,9555778,183.0355,183.0355
"ENSG00000118960.8","CATG00000042067.1","coding_mRNA","CATG00000042067.1-ENSG00000118960.8",20823186.5,20651086,172.1005,172.1005
"ENSG00000118961.10","CATG00000042067.1","coding_mRNA","CATG00000042067.1-ENSG00000118961.10",20823186.5,20823089,0.0975,0.0975
"ENSG00000084676.11","CATG00000042127.1","coding_mRNA","CATG00000042127.1-ENSG00000084676.11",24360666,24491261.5,130.5955,-130.5955
"ENSG00000198399.10","CATG00000042127.1","coding_mRNA","CATG00000042127.1-ENSG00000198399.10",24360666,24360505,0.161,0.161
"ENSG00000219626.4","CATG00000042127.1","coding_mRNA","CATG00000042127.1-ENSG00000219626.4",24360666,24123469,237.197,237.197
"ENSG00000266118.1","CATG00000042127.1","coding_mRNA","CATG00000042127.1-ENSG00000266118.1",24360666,24123469,237.197,237.197
"ENSG00000115138.6","CATG00000042143.1","coding_mRNA","CATG00000042143.1-ENSG00000115138.6",25340569,25161623,178.946,178.946
"ENSG00000119772.12","CATG00000042143.1","coding_mRNA","CATG00000042143.1-ENSG00000119772.12",25340569,25341910,1.341,-1.341
"ENSG00000084731.9","CATG00000042158.1","coding_mRNA","CATG00000042158.1-ENSG00000084731.9",25890474,25982492,92.018,-92.018
"ENSG00000084733.6","CATG00000042158.1","coding_mRNA","CATG00000042158.1-ENSG00000084733.6",25890474,26034116,143.642,-143.642
"ENSG00000138101.14","CATG00000042158.1","coding_mRNA","CATG00000042158.1-ENSG00000138101.14",25890474,25673567.5,216.9065,216.9065
